VC mem handle 5, phys 0xfe86f000, virt 0xb6f4d000
CS 7C000000 txw=1 rxr=1 txd=1 rxd=1 txe=1
-0.066
-0.066
-0.061
-0.068
-0.073
-0.076
-0.076
-0.076
-0.083
-0.083
-0.085
-0.073
-0.083
-0.073
-0.076
-0.078
-0.076
0.039
0.066
0.039
0.051
0.056
0.054
0.059
0.068
0.049
0.063
0.068
0.073
0.071
0.073
0.080
0.078
0.076
0.078
0.088
0.068
0.090
0.066
0.051
-0.005
-0.012
-0.010
-0.012
-0.007
-0.020
-0.027
-0.029
-0.037
-0.020
-0.029
-0.034
-0.034
-0.041
-0.034
-0.041
-0.044
-0.037
-0.044
-0.039
-0.037
-0.034
0.007
0.027
0.022
0.032
0.024
0.034
0.034
0.037
0.027
0.041
0.039
0.046
0.041
0.046
0.051
0.056
0.049
0.054
0.051
0.051
0.056
0.049
0.054
0.010
0.012
-0.005
0.005
0.000
-0.010
-0.005
-0.015
-0.005
-0.007
-0.017
-0.015
-0.020
-0.010
-0.024
-0.007
-0.032
-0.010
-0.027
-0.022
-0.020
-0.022
-0.005
0.012
0.007
0.024
0.020
0.017
0.027
0.022
0.015
0.029
0.017
0.034
0.029
0.034
0.034
0.044
0.032
0.049
0.034
0.039
0.044
0.037
0.044
0.024
0.020
0.005
0.000
0.007
0.005
0.007
-0.005
-0.002
0.005
-0.012
-0.005
-0.010
-0.005
-0.005
-0.015
-0.005
-0.010
-0.005
-0.015
-0.012
-0.022
0.000
0.010
0.000
0.020
0.002
0.027
0.015
0.020
0.010
0.020
0.005
0.017
0.022
0.024
0.027
0.034
0.024
0.032
0.032
0.029
0.037
0.017
0.032
0.032
0.017
0.022
0.007
0.007
0.007
0.005
0.005
0.007
-0.002
0.010
-0.002
0.005
-0.002
-0.005
-0.002
0.005
-0.005
0.002
0.000
-0.010
-0.005
-0.007
0.005
0.005
0.002
0.012
0.010
0.020
0.005
0.027
0.002
0.015
0.015
0.015
0.017
0.022
0.015
0.029
0.024
0.024
0.022
0.029
0.029
0.032
0.010
0.027
0.010
0.017
0.017
0.015
0.007
0.017
0.000
0.005
0.012
0.005
0.007
0.007
0.007
0.010
0.007
-0.005
0.010
0.000
0.015
-0.002
-0.002
0.007
0.005
-0.002
0.015
0.005
0.002
0.010
0.007
0.010
0.012
0.015
0.010
0.020
0.024
0.017
0.015
0.022
