VC mem handle 5, phys 0xfe86f000, virt 0xb6fed000
CS 54004003 enable=1 done=1 pxldat=1 txw=1 txd=1 txe=1
2.385
2.380
2.385
2.376
2.388
2.388
2.388
2.383
2.390
2.383
2.378
2.385
2.390
2.385
2.388
2.383
2.383
2.383
2.388
2.388
2.388
2.393
2.388
2.385
2.380
2.380
2.385
2.388
2.383
2.388
2.373
2.390
2.383
2.380
2.395
2.388
2.380
2.383
2.383
2.376
2.380
2.385
2.385
2.385
2.378
2.388
2.380
2.385
2.393
2.385
2.390
2.395
2.390
2.385
2.383
2.378
2.388
2.385
2.393
2.376
2.393
2.390
2.390
2.380
2.390
2.385
2.385
2.383
2.393
2.371
2.383
2.385
2.385
2.393
2.393
2.383
2.385
2.388
2.380
2.385
2.388
2.385
2.390
2.385
2.390
2.390
2.380
2.385
2.390
2.385
2.390
2.388
2.395
2.383
2.385
2.385
2.393
2.385
2.388
2.383
2.376
2.378
2.380
2.390
2.378
2.380
2.393
2.390
2.385
2.390
2.385
2.388
2.383
2.383
2.385
2.383
2.380
2.390
2.383
2.390
2.385
2.383
2.376
2.388
2.383
2.385
2.388
2.388
2.388
2.388
2.380
2.385
2.385
2.380
2.385
2.385
2.385
2.380
2.378
2.383
2.390
2.385
2.385
2.388
2.380
2.383
2.380
2.388
2.380
2.385
2.383
2.388
2.390
2.385
2.383
2.385
2.383
2.388
2.388
2.385
2.390
2.378
2.385
2.380
2.388
2.388
2.388
2.380
2.376
2.380
2.390
2.380
2.383
2.393
2.388
2.383
2.383
2.378
2.376
2.378
2.390
2.385
2.385
2.383
2.380
2.385
2.390
2.385
2.383
2.385
2.393
2.390
2.378
2.388
2.393
2.388
2.393
2.378
2.385
2.376
2.383
2.388
2.393
2.383
2.383
2.380
2.395
2.376
2.383
2.380
2.390
2.380
2.385
2.388
2.380
2.388
2.390
2.378
2.390
2.383
2.388
2.390
2.376
2.385
2.390
2.380
2.388
2.385
2.385
2.376
2.380
2.393
2.388
2.383
2.383
2.385
2.388
2.380
2.388
2.383
2.385
2.385
2.378
2.385
2.383
2.373
2.385
2.383
2.385
2.393
2.380
2.388
2.388
2.378
2.385
2.385
2.383
2.390
2.380
2.395
2.395
2.388
2.388
2.388
2.388
2.378
2.380
2.385
2.380
2.388
2.388
2.390
2.388
2.383
2.390
2.388
2.378
2.385
2.388
2.380
2.393
2.390
2.385
2.380
2.383
2.383
2.390
2.380
2.383
2.385
2.390
2.390
2.390
2.388
2.388
2.388
2.385
2.380
2.383
2.383
2.385
2.385
2.390
2.393
2.380
2.385
2.383
2.385
2.383
2.388
2.385
2.383
2.373
2.383
2.388
2.380
2.385
2.380
2.388
2.383
2.383
2.385
2.388
2.385
2.385
2.388
2.383
2.395
2.378
2.383
2.393
2.385
2.390
2.388
2.378
2.378
2.388
2.383
2.383
2.388
2.390
2.380
2.390
2.380
2.378
2.383
2.378
2.383
2.388
2.380
2.388
2.378
2.388
2.388
2.376
2.390
2.385
2.385
2.383
2.385
2.395
2.385
2.385
2.388
2.383
2.393
2.393
2.380
2.390
2.383
2.388
2.390
2.383
2.378
2.376
2.378
2.380
2.380
2.385
2.385
2.383
2.390
2.383
2.380
2.383
2.383
2.385
2.390
2.388
2.380
2.385
2.380
2.388
2.388
2.383
2.388
2.383
2.385
2.383
2.390
2.388
2.393
2.388
2.378
2.371
2.380
2.393
2.380
2.383
2.388
2.380
2.388
2.383
2.376
2.390
2.380
2.380
2.383
2.388
2.378
2.380
2.385
2.390
2.383
2.393
2.385
2.388
2.393
2.385
2.385
2.385
2.388
2.383
2.376
2.398
2.383
2.385
2.393
2.383
2.390
2.385
2.378
2.393
2.376
2.380
2.388
2.380
2.388
2.383
2.388
2.383
2.373
2.390
2.376
2.385
2.388
2.390
2.390
2.380
2.385
2.385
2.388
2.393
2.383
2.383
2.373
2.378
2.395
2.393
2.390
2.385
2.383
2.393
2.385
2.383
2.385
2.388
2.383
2.383
2.388
2.378
2.378
2.385
2.371
2.390
2.380
2.385
2.388
2.383
2.383
2.385
2.388
2.390
2.388
2.385
2.388
2.378
2.383
2.383
2.393
2.380
2.385
2.385
2.383
2.383
2.390
2.380
2.390
2.380
2.388
2.390
2.380
2.378
2.388
2.383
2.385
2.376
2.388
2.385
2.378
2.385
2.393
2.385
2.378
2.385
2.388
2.380
2.383
2.383
2.390
2.380
2.385
2.385
2.388
2.383
2.388
2.388
2.388
2.383
2.380
2.393
2.393
2.376
2.388
2.388
2.385
2.388
2.388
2.388
2.380
2.378
2.393
2.385
2.385
2.390
2.385
2.398
2.376
2.383
2.393
2.378
2.388
2.388
2.380
2.383
2.380
2.390
2.388
2.388
2.388
2.383
2.383
2.378
2.380
2.385
2.380
2.393
2.390
2.388
2.378
2.388
2.388
2.378
2.388
2.388
2.383
2.385
2.390
2.390
2.388
2.380
2.385
2.383
2.388
2.373
2.383
2.385
2.385
2.383
2.388
2.393
2.388
2.390
2.378
2.380
2.393
2.385
2.373
2.388
2.383
2.388
2.388
2.390
2.385
2.380
2.393
2.383
2.398
2.376
2.388
2.385
2.385
2.393
2.383
2.380
2.383
2.385
2.393
2.380
2.385
2.393
2.376
2.383
2.378
2.385
2.393
2.373
2.390
2.393
2.376
2.383
2.378
2.393
2.393
2.380
2.385
2.390
2.385
2.393
2.376
2.390
2.378
2.383
2.385
2.393
2.378
2.390
2.378
2.398
2.383
2.393
2.376
2.393
2.378
2.383
2.385
2.393
2.383
2.388
2.373
2.390
2.373
2.395
2.373
2.390
2.376
2.385
2.390
2.383
2.380
2.383
2.380
2.376
2.385
2.395
2.390
2.393
2.385
2.390
2.388
2.388
2.388
2.388
2.388
2.376
2.388
2.393
2.385
2.383
2.388
2.388
2.385
2.371
2.388
2.385
2.378
2.393
2.383
2.393
2.378
2.380
2.385
2.385
2.385
2.383
2.378
2.388
2.376
2.390
2.378
2.388
2.390
2.395
2.383
2.380
2.383
2.390
2.378
2.398
2.385
2.380
2.393
2.383
2.398
2.380
2.380
2.393
2.378
2.383
2.378
2.373
2.380
2.383
2.385
2.393
2.380
2.390
2.383
2.383
2.371
2.395
2.383
2.393
2.380
2.388
2.383
2.383
2.373
2.385
2.388
2.383
2.376
2.390
2.388
2.385
2.388
2.388
2.393
2.385
2.376
2.385
2.385
2.388
2.388
2.383
2.393
2.378
2.388
2.388
2.385
2.385
2.388
2.380
2.383
2.383
2.390
2.385
2.390
2.383
2.388
2.388
2.385
2.383
2.383
2.385
2.395
2.388
2.388
2.388
2.383
2.393
2.380
2.385
2.383
2.388
2.388
2.383
2.385
2.385
2.373
2.380
2.393
2.390
2.390
2.385
2.378
2.385
2.390
2.380
2.390
2.380
2.390
2.385
2.395
2.380
2.393
2.380
2.390
0.193
0.107
0.141
0.141
0.134
0.146
0.132
0.137
0.122
0.134
0.137
0.144
0.137
0.139
0.129
0.139
0.132
0.139
0.132
0.129
0.134
0.134
0.137
-0.046
-0.059
-0.054
-0.063
-0.049
-0.066
-0.063
-0.066
-0.059
-0.071
-0.073
-0.068
-0.068
-0.076
-0.083
-0.073
-0.080
-0.083
-0.078
-0.071
-0.076
-0.083
-0.061
0.039
0.051
0.046
0.056
0.059
0.063
0.054
0.073
0.054
0.071
0.068
0.071
0.073
0.073
0.073
0.066
0.080
0.080
0.078
0.085
0.063
0.080
0.032
0.002
-0.012
-0.007
-0.020
-0.022
-0.012
-0.027
-0.024
-0.024
-0.020
-0.029
-0.029
-0.034
-0.039
-0.034
-0.041
-0.039
-0.029
-0.039
-0.044
-0.039
-0.027
0.017
0.029
0.024
0.027
0.032
0.037
0.044
0.041
0.027
0.046
0.044
0.049
0.051
0.044
0.049
0.051
0.044
0.054
0.049
0.059
0.049
0.051
0.041
0.012
0.002
0.002
0.005
-0.005
-0.007
-0.007
-0.015
-0.007
-0.012
-0.027
-0.015
-0.024
-0.020
-0.015
-0.022
-0.012
-0.022
-0.017
-0.022
-0.015
-0.012
-0.002
0.012
0.020
0.022
0.032
0.017
0.029
0.032
0.015
0.029
0.024
0.032
0.027
0.034
0.046
0.034
0.032
0.046
0.037
0.051
0.034
0.034
0.037
0.020
0.020
0.002
0.010
0.007
-0.005
0.007
-0.005
0.002
0.000
-0.002
-0.005
-0.010
-0.010
-0.005
-0.012
0.000
-0.010
-0.010
-0.020
-0.010
-0.005
-0.015
0.017
-0.007
0.022
0.017
0.015
0.022
0.010
0.029
0.010
0.029
0.005
0.020
0.020
0.034
0.029
0.032
0.027
0.032
0.027
0.041
0.034
0.022
0.029
0.012
0.010
0.015
0.005
0.022
0.000
0.007
0.002
0.012
0.000
-0.005
0.002
0.005
-0.005
-0.005
-0.002
0.002
-0.010
-0.015
0.005
-0.010
-0.010
0.000
0.000
0.010
0.015
0.012
0.005
0.022
0.017
0.005
0.012
0.012
0.015
0.027
0.020
0.029
0.022
0.029
0.027
0.027
0.024
0.027
0.017
0.024
0.017
0.015
0.017
0.015
0.012
0.017
0.010
0.000
0.010
0.012
0.010
0.007
0.007
0.002
0.010
0.000
0.007
0.002
-0.007
0.002
0.000
0.002
0.002
-0.002
0.005
0.010
0.017
0.000
0.012
0.010
0.015
0.007
0.015
0.024
0.022
0.012
0.012
0.012
0.015
0.020
0.012
0.017
0.022
0.024
0.020
0.015
0.007
0.024
0.015
0.015
0.017
0.007
0.020
0.007
0.012
0.010
0.007
0.005
0.012
0.007
0.007
0.000
0.005
0.002
0.002
0.002
0.012
0.000
0.007
0.007
0.007
0.015
0.002
0.007
0.012
0.002
0.007
0.015
0.017
0.010
0.020
0.007
0.022
0.010
0.010
0.012
0.015
0.015
0.022
0.017
0.020
0.015
0.017
0.017
0.007
0.020
0.024
0.007
0.010
0.010
0.022
0.010
0.015
0.007
0.002
0.007
0.007
0.002
0.010
0.007
0.010
0.007
0.012
0.007
0.010
0.005
0.005
0.007
0.010
0.007
0.015
0.005
0.012
0.005
0.012
0.015
0.010
0.005
0.015
0.015
0.015
0.005
0.020
0.005
0.024
0.005
0.012
0.017
0.015
0.015
0.017
0.002
0.015
0.012
0.020
0.010
0.010
0.010
0.005
0.015
0.007
0.012
0.005
0.010
0.007
0.012
0.005
0.007
0.015
0.015
0.000
0.017
0.010
0.012
0.005
0.015
0.007
0.010
0.012
0.002
0.012
0.012
0.000
0.007
0.012
0.015
0.015
0.007
0.020
0.020
0.010
0.017
0.012
0.010
0.015
0.015
0.015
0.010
0.015
0.010
0.015
0.010
0.010
0.012
0.020
0.017
0.007
0.015
0.005
0.017
0.012
0.010
0.005
0.012
0.010
0.002
0.007
0.015
0.012
0.010
0.002
0.012
0.012
0.010
0.005
0.007
0.012
0.002
0.012
0.017
0.012
0.012
0.010
0.015
0.020
0.010
0.012
0.007
0.020
0.015
0.010
0.005
0.010
0.017
0.015
0.007
0.015
0.010
0.012
0.005
0.017
0.005
0.010
0.015
0.010
0.015
0.012
-0.005
0.012
0.010
0.017
0.005
0.017
0.005
0.020
0.000
0.020
0.005
0.007
0.007
0.015
0.005
0.022
0.012
0.015
0.010
0.017
0.010
0.012
0.010
0.022
0.010
0.002
0.010
0.010
0.015
0.012
0.002
0.020
0.010
0.007
0.007
0.012
0.005
0.017
0.012
0.010
0.015
0.015
0.015
0.017
0.005
0.017
0.012
0.007
0.000
0.012
0.012
0.017
0.015
0.015
0.010
0.005
0.010
0.015
0.010
0.005
0.010
0.020
0.020
0.007
0.012
0.010
0.012
0.005
0.017
0.002
0.005
0.010
0.022
0.010
0.010
0.007
0.012
0.017
0.010
0.017
0.010
0.012
0.015
0.012
0.012
0.010
0.015
0.005
0.017
0.010
0.007
0.015
0.002
0.007
0.005
0.007
0.015
0.012
0.010
0.010
0.020
0.007
0.012
0.012
0.010
0.015
0.010
