VC mem handle 5, phys 0xfe86f000, virt 0xb6f25000
CS 54004003 enable=1 done=1 pxldat=1 txw=1 txd=1 txe=1
0.005
0.024
0.015
0.002
0.007
0.015
0.020
0.010
0.005
0.015
0.010
0.012
0.010
0.010
0.015
0.010
0.007
0.007
0.012
0.010
0.010
0.007
0.012
0.020
0.005
0.017
0.015
0.010
0.012
0.005
0.017
0.012
0.010
0.012
0.010
0.015
0.012
0.007
0.007
0.010
0.010
0.015
0.007
0.005
0.017
0.002
0.015
0.015
0.015
0.010
0.012
0.012
0.015
0.002
0.007
0.007
0.015
0.015
0.010
0.010
0.007
0.007
0.010
0.015
0.007
0.010
0.012
0.007
0.007
0.022
0.010
0.007
0.015
0.012
0.010
0.005
0.007
0.015
0.005
0.015
0.012
0.017
0.005
0.005
0.015
0.012
0.012
0.010
0.017
0.002
0.010
0.010
0.017
0.020
0.012
0.005
0.007
0.012
0.012
0.007
0.007
0.015
0.010
0.007
0.012
0.012
0.010
0.012
0.015
0.012
0.017
0.012
0.017
0.015
0.015
0.010
0.005
0.017
0.007
0.015
0.005
0.012
0.015
0.012
0.010
0.007
0.015
0.012
0.015
0.020
0.010
0.020
0.012
0.010
0.010
0.017
0.005
0.017
0.007
0.010
0.012
0.010
0.015
0.007
0.012
0.010
0.012
0.015
0.012
0.010
0.012
0.017
0.017
0.007
0.017
0.005
0.015
0.005
0.010
0.010
0.017
0.010
0.010
0.010
0.012
0.007
0.020
0.017
0.010
0.020
0.015
0.010
0.017
0.005
0.015
0.015
0.020
0.010
0.010
0.017
0.010
0.010
0.010
0.012
0.015
0.007
0.012
0.010
0.017
0.012
0.012
0.010
0.007
0.012
0.010
0.002
0.007
0.020
0.022
0.012
0.010
0.017
0.007
0.007
0.015
0.010
0.010
0.012
0.012
0.012
0.017
0.015
0.012
0.027
0.010
0.007
0.012
0.010
0.010
0.012
0.012
0.000
0.020
0.007
0.015
0.012
0.007
0.010
0.017
0.005
0.012
0.007
0.012
0.017
0.010
0.017
0.012
0.017
0.012
0.005
0.010
0.007
0.015
0.005
0.007
0.012
0.020
0.007
0.020
0.007
0.012
0.015
0.010
0.010
0.010
0.017
0.015
0.012
0.020
-0.007
0.012
0.010
0.007
0.007
0.012
0.015
0.012
0.024
0.007
0.015
0.005
0.012
0.015
0.007
0.012
0.012
0.017
0.007
0.015
0.024
0.007
0.010
0.012
0.005
0.007
0.010
0.010
0.015
0.012
0.012
0.012
0.007
0.015
0.010
0.010
0.010
0.020
0.012
0.012
0.010
0.010
0.020
0.005
0.012
0.015
0.017
0.010
0.005
0.012
0.010
0.007
0.017
0.000
0.012
0.015
0.007
0.022
0.007
0.007
0.005
0.015
0.007
0.002
0.015
0.015
0.007
0.015
0.007
0.007
0.015
0.010
0.005
0.015
0.017
0.010
0.015
0.010
0.012
0.015
0.005
0.002
0.010
0.017
0.015
0.015
0.010
0.005
0.010
0.010
0.012
0.000
0.010
0.015
0.020
0.015
0.020
0.005
0.010
0.010
0.012
0.007
0.015
0.002
0.012
0.007
0.015
0.017
0.015
0.007
0.007
0.017
0.015
0.007
0.007
0.017
0.017
0.017
0.010
0.010
0.012
0.017
0.012
0.010
0.007
0.012
0.017
0.012
0.012
0.007
0.017
0.010
0.010
0.020
0.007
0.015
0.017
0.020
0.010
0.012
0.017
0.012
0.007
0.015
0.012
0.010
0.012
0.010
0.005
0.017
0.005
0.007
0.024
0.007
0.012
0.010
0.002
0.017
0.010
0.015
0.007
0.015
0.020
0.010
0.015
0.015
0.010
0.000
0.012
0.007
0.015
0.010
0.005
0.012
0.022
0.010
0.015
0.010
0.010
0.012
0.005
0.015
0.012
0.007
0.012
0.020
0.010
0.010
0.000
0.005
0.022
0.010
0.012
0.007
0.012
0.010
0.012
0.010
0.012
0.010
0.017
0.010
0.017
0.010
0.007
0.012
0.007
0.012
0.012
0.015
0.005
0.012
0.010
0.010
0.012
0.012
0.007
0.007
0.012
0.017
0.010
0.005
0.012
0.010
0.010
0.015
0.012
0.007
0.012
0.007
0.012
0.007
0.015
0.007
0.015
0.010
0.010
0.012
0.022
0.007
0.017
0.020
0.010
0.015
0.015
0.012
0.007
0.007
0.010
0.010
0.012
-0.002
0.012
0.017
0.007
0.012
0.015
0.007
0.015
0.002
0.015
0.010
0.017
0.015
0.007
0.020
0.005
0.015
0.007
0.017
0.007
0.010
0.010
0.010
0.000
0.015
0.017
0.015
0.010
0.007
0.007
0.015
0.017
0.010
0.015
0.010
0.015
0.010
0.015
0.007
0.012
0.015
0.005
0.015
0.012
0.017
0.002
0.020
0.017
0.007
0.017
0.010
0.017
0.012
0.015
0.012
0.015
0.012
0.010
0.012
0.005
0.010
0.000
0.017
0.007
0.020
0.007
0.015
0.005
0.017
0.012
0.007
0.015
0.015
0.012
0.010
0.015
0.010
0.017
0.010
0.007
0.015
0.020
0.010
0.007
0.027
0.010
0.015
0.005
0.015
0.017
0.010
0.005
0.010
0.017
0.010
0.012
0.012
0.017
0.010
0.015
0.015
0.005
0.015
0.007
0.005
0.007
0.015
0.005
0.015
0.010
0.012
0.017
0.015
0.010
0.010
0.007
0.007
0.017
0.015
0.005
0.012
0.017
0.017
0.010
0.010
0.010
0.007
0.007
0.012
0.007
0.012
0.020
0.007
0.015
0.007
0.012
0.017
0.010
0.017
0.015
0.010
0.007
0.017
0.017
0.010
0.007
0.007
0.007
0.010
0.012
0.020
0.012
0.012
0.010
0.012
0.015
0.012
0.012
0.010
0.015
0.015
0.010
0.015
0.002
0.020
0.012
0.005
0.010
0.010
0.022
0.007
0.017
0.010
0.015
0.010
0.017
0.015
0.012
0.010
0.015
0.017
0.012
0.015
-0.002
0.012
0.015
0.010
0.007
0.015
0.017
0.002
0.015
0.015
0.005
0.012
0.002
0.010
0.012
0.010
0.005
0.015
0.010
0.017
0.010
0.010
0.007
0.020
0.010
0.012
0.017
0.005
0.010
0.012
0.007
0.015
0.012
0.012
0.010
0.015
0.017
0.015
0.017
0.007
0.015
0.012
0.010
0.000
0.012
0.012
0.015
0.015
0.010
0.012
0.002
0.012
0.015
0.012
0.005
0.020
0.017
0.012
0.012
0.017
0.005
0.015
0.005
0.015
0.002
0.015
0.012
0.012
0.010
0.002
0.007
0.012
0.010
0.007
0.020
0.010
0.015
0.012
0.007
0.022
0.007
0.010
0.015
0.012
0.007
0.017
0.002
0.015
0.010
0.015
0.002
0.022
0.007
0.010
0.015
0.007
0.017
0.005
0.020
0.005
0.015
0.015
0.005
0.010
0.017
0.015
0.010
0.000
0.007
0.010
0.015
0.015
0.010
0.015
0.020
0.012
0.015
0.015
0.005
0.007
0.015
0.012
0.015
0.017
0.007
0.010
0.012
0.015
0.005
0.015
0.007
0.010
0.015
0.017
0.010
0.005
0.012
0.005
0.020
0.015
0.002
0.017
0.017
0.010
0.020
0.012
0.017
0.002
0.012
0.005
0.010
0.015
0.010
0.017
0.007
0.015
0.015
0.005
0.020
0.012
0.017
0.005
0.015
0.010
0.012
0.010
0.012
0.012
0.012
0.005
0.010
0.015
0.012
0.012
0.020
0.010
0.015
0.012
0.020
0.007
0.024
0.010
0.007
0.022
0.002
0.020
0.010
0.000
0.015
0.012
0.002
0.020
0.010
0.010
0.007
0.007
0.010
0.024
0.010
0.010
0.017
0.012
0.015
0.012
0.015
0.012
0.017
0.015
0.012
0.020
0.002
0.020
0.002
0.015
0.000
0.015
0.020
0.010
0.015
0.010
0.010
0.017
0.012
0.012
0.020
0.012
0.002
0.015
0.010
0.012
0.017
0.010
0.002
0.015
0.007
0.007
0.020
0.010
0.010
0.015
0.012
0.012
0.022
0.015
0.020
0.015
0.015
0.007
0.017
0.005
0.010
0.002
0.017
0.005
0.015
0.017
0.007
0.005
0.020
0.020
0.007
0.010
0.015
0.010
0.012
0.015
0.020
0.007
0.010
0.010
0.005
0.017
0.010
0.000
0.024
0.010
0.012
0.012
0.007
0.012
0.020
0.015
0.007
0.022
0.020
0.010
0.012
0.022
0.002
0.000
0.010
0.015
0.010
0.012
0.012
0.005
0.007
0.005
0.022
0.005
0.020
0.017
0.017
0.005
0.022
0.007
0.017
0.005
0.017
0.015
0.015
0.010
0.024
0.010
0.010
0.007
0.015
0.010
0.007
0.015
0.005
0.020
0.017
0.010
0.010
0.017
0.007
0.007
0.017
0.015
0.012
0.012
0.010
0.007
0.017
0.010
0.015
0.007
0.017
0.010
0.015
0.012
0.015
0.022
0.007
0.017
0.017
0.012
0.005
0.022
0.005
0.032
0.005
0.015
0.015
0.020
0.002
0.017
-0.002
0.027
0.000
0.017
0.012
0.022
0.007
0.012
0.015
0.022
0.002
0.017
0.015
0.017
0.007
0.022
0.005
0.024
0.000
0.007
0.007
0.017
0.010
0.024
0.005
0.020
0.012
0.017
0.010
0.015
0.017
0.020
0.010
0.022
0.012
0.012
0.010
0.007
0.015
0.012
0.012
0.020
0.012
0.012
0.010
0.010
0.015
0.024
0.017
0.015
0.017
0.015
0.012
0.015
0.007
0.020
0.010
0.007
0.020
0.012
0.024
0.007
0.012
0.017
0.015
0.007
0.015
0.015
0.010
0.015
0.024
0.010
0.015
0.015
0.015
0.012
0.017
0.007
0.020
0.015
0.007
0.010
0.017
0.029
0.017
0.012
0.012
-0.002
0.020
0.020
0.010
0.024
0.005
0.022
0.017
0.007
0.022
0.012
0.010
0.015
0.002
0.022
0.007
0.015
0.022
0.015
0.012
0.005
0.020
0.020
0.007
0.010
0.027
0.002
0.024
0.000
0.027
0.015
0.010
0.015
0.020
0.005
0.015
0.007
0.027
0.000
0.017
0.010
0.022
0.002
0.007
0.010
0.032
0.007
0.024
0.015
0.024
0.007
0.017
0.015
0.029
-0.002
0.022
0.005
0.024
0.005
0.020
0.010
0.034
0.000
0.034
-0.002
0.024
0.007
0.027
0.012
0.007
0.010
0.012
0.010
0.017
0.017
0.029
0.015
0.012
0.017
0.022
0.012
0.007
0.015
0.034
0.005
0.022
0.010
0.034
0.012
0.012
0.007
0.007
0.012
0.029
0.012
0.010
0.015
0.022
0.007
0.015
0.024
0.027
0.017
0.015
0.007
0.027
0.007
0.010
0.024
0.029
0.015
0.010
0.017
0.029
0.012
0.024
0.022
0.029
0.002
0.015
0.007
0.029
0.015
0.012
0.020
0.027
0.000
0.010
0.010
0.022
0.000
0.022
0.007
0.024
-0.007
0.012
0.005
0.024
-0.005
0.024
0.007
0.020
2.220
2.224
2.256
2.249
2.261
2.261
2.251
2.251
2.256
2.254
2.244
2.249
2.239
2.244
2.256
2.256
2.246
2.246
2.244
2.254
2.254
2.254
2.254
2.417
2.444
2.451
2.454
2.461
2.456
2.463
2.471
2.449
2.471
2.461
2.461
2.473
2.466
2.476
2.466
2.463
2.473
2.471
2.478
2.473
2.473
2.402
2.341
2.341
2.341
2.339
2.324
2.334
2.332
2.332
2.320
2.327
2.307
2.317
2.310
2.305
2.315
2.305
2.307
2.317
2.305
2.305
2.305
2.305
2.378
2.393
2.402
2.407
2.410
2.407
2.417
2.415
2.410
2.410
2.407
2.427
2.429
2.424
2.420
2.429
2.432
2.422
2.434
2.427
2.429
2.427
2.424
2.371
2.371
2.368
2.361
2.363
2.361
2.351
2.349
2.359
2.344
2.341
2.346
2.334
2.334
2.344
2.337
2.339
2.329
2.327
2.341
2.337
2.337
2.359
2.373
2.380
2.383
2.390
2.395
2.393
2.393
2.400
2.398
2.388
2.407
