VC mem handle 5, phys 0xfe86f000, virt 0xb6fc3000
CS 54004003 enable=1 done=1 pxldat=1 txw=1 txd=1 txe=1
2.385
2.390
2.395
2.405
2.383
2.390
2.393
2.385
2.390
2.393
2.383
2.385
2.388
2.383
2.388
2.383
2.383
2.380
2.383
2.378
2.383
2.380
2.383
2.383
2.373
2.373
2.378
2.378
2.378
2.376
2.378
2.378
2.373
2.385
2.378
2.388
2.378
2.373
2.385
2.390
2.385
2.378
2.393
2.390
2.388
2.390
2.385
2.388
2.385
2.380
2.385
2.390
2.393
2.393
2.388
2.393
2.383
2.378
2.378
2.385
2.380
2.380
2.383
2.385
2.371
2.388
2.388
2.385
2.383
2.378
2.378
2.388
2.385
2.378
2.383
2.378
2.385
2.385
2.385
2.380
2.373
2.378
2.380
2.378
2.383
2.383
2.385
2.373
2.378
2.390
2.385
2.388
2.390
2.383
2.388
2.388
2.376
2.388
2.385
2.390
2.383
2.383
2.383
2.378
2.383
2.383
2.376
2.388
2.378
2.390
2.390
2.378
2.390
2.383
2.383
2.390
2.371
2.380
2.378
2.378
2.380
2.383
2.378
2.378
2.371
2.371
2.378
2.390
2.376
2.380
2.383
2.388
2.378
2.383
2.390
2.385
2.380
2.388
2.380
2.388
2.383
2.380
2.385
2.388
2.383
2.383
2.383
2.385
2.388
2.373
2.388
2.388
2.380
2.380
2.383
2.385
2.380
2.380
2.380
2.388
2.378
2.378
2.388
2.393
2.383
2.376
2.376
2.383
2.380
2.378
2.378
2.378
2.376
2.383
2.390
2.385
2.378
2.385
2.385
2.380
2.380
2.385
2.376
2.388
2.388
2.378
2.385
2.380
2.378
2.385
2.380
2.380
2.380
2.383
2.376
2.385
2.388
2.388
2.383
2.378
2.383
2.388
2.380
2.385
2.380
2.385
2.383
2.383
2.385
2.376
2.378
2.380
2.383
2.380
2.378
2.373
2.376
2.383
2.378
2.378
2.385
2.385
2.383
2.380
2.373
2.383
2.376
2.385
2.383
2.383
2.383
2.378
2.368
2.380
2.383
2.385
2.378
2.383
2.380
2.388
2.383
2.383
2.388
2.385
2.380
2.388
2.373
2.378
2.380
2.383
2.380
2.385
2.383
2.376
2.383
2.373
2.378
2.373
2.373
2.385
2.378
2.378
2.388
2.376
2.385
2.380
2.378
2.390
2.388
2.380
2.380
2.380
2.388
2.378
2.388
2.383
2.380
2.380
2.376
2.378
2.385
2.385
2.383
2.373
2.380
2.378
2.376
2.393
2.383
2.380
2.383
2.378
2.378
2.383
2.371
2.380
2.373
2.378
2.380
2.380
2.388
2.378
2.376
2.378
2.385
2.378
2.383
2.380
2.388
2.383
2.385
2.383
2.388
2.388
2.380
2.373
2.383
2.378
2.378
2.383
2.378
2.380
2.373
2.376
2.373
2.380
2.383
2.378
2.378
2.383
2.380
2.383
2.380
2.376
2.385
2.380
2.388
2.383
2.378
2.373
2.380
2.385
2.385
2.378
2.380
2.383
2.393
2.376
2.373
2.388
2.385
2.380
2.385
2.376
2.378
2.380
2.380
2.378
2.385
2.385
2.376
2.383
2.378
2.378
2.376
2.380
2.383
2.385
2.376
2.390
2.368
2.388
2.385
2.388
2.383
2.388
2.385
2.373
2.380
2.385
2.380
2.385
2.376
2.380
2.388
2.371
2.371
2.385
2.380
2.380
2.380
2.383
2.373
2.380
2.385
2.388
2.388
2.376
2.378
2.388
2.376
2.373
2.380
2.383
2.380
2.380
2.380
2.373
2.378
2.378
2.371
2.383
2.373
2.380
2.376
2.376
2.383
2.390
2.378
2.385
2.383
2.380
2.388
2.380
2.380
2.373
2.380
2.380
2.383
2.380
2.378
2.383
2.380
2.371
2.378
2.378
2.376
2.385
2.383
2.378
2.383
2.385
2.383
2.383
2.373
2.373
2.373
2.378
2.380
2.376
2.385
2.371
2.378
2.378
2.378
2.380
2.378
2.373
2.388
2.383
2.378
2.390
2.383
2.383
2.383
2.388
2.380
2.385
2.373
2.380
2.378
2.380
2.376
2.380
2.378
2.378
2.376
2.368
2.383
2.383
2.380
2.388
2.378
2.376
2.378
2.383
2.383
2.388
2.378
2.380
2.383
2.383
2.376
2.378
2.378
2.376
2.383
2.385
2.383
2.380
2.380
2.383
2.380
2.390
2.380
2.376
2.388
2.376
2.385
2.378
2.378
2.376
2.373
2.380
2.380
2.378
2.383
2.371
2.380
2.380
2.378
2.373
2.371
2.383
2.388
2.373
2.385
2.383
2.390
2.395
2.376
2.380
2.383
2.378
2.378
2.380
2.376
2.371
2.383
2.380
2.378
2.383
2.380
2.373
2.388
2.373
2.378
2.378
2.383
2.385
2.380
2.373
2.383
2.378
2.378
2.388
2.380
2.378
2.388
2.373
2.378
2.390
2.385
2.378
2.373
2.383
2.385
2.388
2.373
2.385
2.380
2.393
2.383
2.383
2.378
2.378
2.368
2.380
2.383
2.376
2.371
2.380
2.378
2.378
2.376
2.376
2.376
2.376
2.380
2.378
2.388
2.390
2.380
2.380
2.393
2.385
2.373
2.383
2.380
2.373
2.378
2.373
2.380
2.383
2.383
2.380
2.373
2.378
2.378
2.380
2.373
2.385
2.376
2.376
2.378
2.383
2.390
2.378
2.376
2.378
2.380
2.373
2.378
2.373
2.373
2.373
2.385
2.385
2.385
2.368
2.376
2.383
2.378
2.380
2.378
2.383
2.383
2.380
2.378
2.388
2.380
2.385
2.376
2.380
2.371
2.376
2.378
2.385
2.378
2.378
2.385
2.383
2.368
2.383
2.383
2.373
2.378
2.383
2.383
2.376
2.380
2.385
2.380
2.378
2.380
2.385
2.378
2.368
2.383
2.376
2.388
2.373
2.378
2.385
2.378
2.368
2.380
2.376
2.390
2.380
2.383
2.385
2.376
2.378
2.380
2.380
2.380
2.371
2.376
2.380
2.390
2.383
2.373
2.373
2.376
2.378
2.373
2.380
2.380
2.378
2.378
2.388
2.378
2.390
2.376
2.368
2.383
2.380
2.383
2.378
2.378
2.373
2.373
2.380
2.373
2.376
2.380
2.378
2.383
2.378
2.368
2.373
2.383
2.383
2.385
2.378
2.383
2.380
2.380
2.380
2.373
2.376
2.378
2.385
2.373
2.373
2.378
2.376
2.378
2.378
2.388
2.380
2.373
2.363
2.385
2.388
2.383
2.383
2.388
2.378
2.371
2.378
2.376
2.378
2.378
2.376
2.380
2.383
2.371
2.373
2.383
2.376
2.378
2.378
2.378
2.378
2.376
2.376
2.383
2.388
2.388
2.380
2.388
2.371
2.373
2.378
2.380
2.385
2.380
2.373
2.383
2.368
2.378
2.380
2.378
2.378
2.383
2.378
2.380
2.383
2.383
2.380
2.383
2.380
2.378
2.378
2.371
2.371
2.380
2.371
2.373
2.378
2.378
2.385
2.376
2.371
2.378
2.378
2.383
2.380
2.388
2.373
2.373
2.383
2.380
2.385
2.385
2.373
2.383
2.378
2.376
2.376
2.378
2.380
2.380
2.376
2.376
2.378
2.376
2.376
2.378
2.376
2.373
2.378
2.373
2.378
2.383
2.383
2.380
2.378
2.376
2.378
2.385
2.366
2.383
2.380
2.378
2.383
2.383
2.368
2.376
2.383
2.378
2.380
2.383
2.378
2.383
2.388
2.383
2.383
2.373
2.380
2.378
2.378
2.385
2.373
2.380
2.371
2.373
2.380
2.376
2.373
2.373
2.371
2.373
2.378
2.380
2.376
2.383
2.380
2.380
2.380
2.378
2.380
2.388
2.376
2.390
2.373
2.376
2.380
2.383
2.376
2.376
2.373
2.383
2.385
2.373
2.383
2.380
2.378
2.380
2.383
2.376
2.373
2.373
2.368
2.380
2.383
2.380
2.373
2.383
2.376
2.371
2.380
2.376
2.376
2.378
2.378
2.371
2.383
2.383
2.373
2.388
2.388
2.378
2.376
2.373
2.373
2.378
2.376
2.378
2.385
2.376
2.378
2.373
2.371
2.378
2.383
2.373
2.378
2.376
2.371
2.376
2.376
2.383
2.385
2.371
2.378
2.388
2.383
2.373
2.385
2.378
2.371
2.385
2.378
2.380
2.383
2.368
2.373
2.383
2.376
2.371
2.380
2.378
2.378
2.378
2.383
2.376
2.376
2.380
2.380
2.373
2.378
2.378
2.380
2.378
2.383
2.376
2.373
2.378
2.376
2.385
2.380
2.371
2.380
2.380
2.388
2.378
2.388
2.380
2.376
2.380
2.380
2.378
2.376
2.380
2.385
2.376
2.380
2.378
2.371
2.373
2.376
2.380
2.380
2.378
2.383
2.376
2.380
2.373
2.376
2.383
2.380
2.388
2.380
2.378
2.378
2.371
2.385
2.383
2.371
2.385
2.380
2.376
2.380
2.378
2.373
2.376
2.373
2.383
2.380
2.371
2.378
2.378
2.383
2.380
2.385
2.368
2.378
2.371
2.373
2.388
2.378
2.373
2.380
2.376
2.378
2.373
2.376
2.373
2.385
2.376
2.373
2.380
2.380
2.385
2.378
2.380
2.373
2.383
2.378
2.376
2.373
2.378
2.380
2.373
2.378
2.380
2.380
2.378
2.371
2.378
2.385
2.376
2.380
2.380
2.378
2.378
2.376
2.380
2.380
2.373
2.383
2.376
2.385
2.378
2.378
2.385
2.378
2.376
2.373
2.373
2.388
2.373
2.383
2.378
2.373
2.383
2.378
2.376
2.378
2.376
2.368
2.383
2.385
2.378
2.378
2.383
2.376
2.380
2.385
2.380
2.371
2.380
2.378
2.368
2.371
2.383
2.366
2.383
2.378
2.383
2.380
2.373
2.373
2.376
2.380
2.380
2.373
2.383
2.373
2.380
2.380
2.378
2.380
2.368
2.380
2.373
2.366
2.378
2.376
2.378
2.388
2.376
2.378
2.373
2.378
2.388
2.373
2.378
2.376
2.373
2.380
2.390
2.378
2.380
2.376
2.376
2.383
2.373
2.373
2.378
2.378
2.378
2.378
2.388
2.385
2.378
2.376
2.371
2.383
2.380
2.388
2.385
2.378
2.388
2.388
2.371
2.383
2.376
2.380
2.378
2.373
2.378
2.376
2.373
2.376
2.373
2.385
2.380
2.380
2.380
2.380
2.376
2.371
2.388
2.378
2.385
2.376
2.378
2.373
2.383
2.383
2.373
2.383
2.378
2.373
2.380
2.376
2.373
2.380
2.380
2.385
2.380
2.388
2.373
2.376
2.385
2.368
2.373
2.378
2.380
2.373
2.378
2.373
2.380
2.371
2.378
2.378
2.385
2.371
2.376
2.385
2.380
2.383
2.378
2.385
2.378
2.378
2.380
2.385
2.380
2.378
2.378
2.380
2.376
2.378
2.373
2.373
2.385
2.373
2.385
2.383
2.366
2.390
2.376
2.376
2.380
2.378
2.371
2.383
2.368
2.388
2.378
2.388
2.378
2.383
2.380
2.366
2.376
2.385
2.383
2.385
2.380
2.383
2.373
2.380
2.388
2.380
2.383
2.378
2.376
2.380
2.371
2.376
2.380
2.383
2.383
2.376
2.378
2.376
2.366
2.371
2.383
2.373
2.373
2.380
2.378
2.376
2.380
2.383
2.380
2.383
2.380
2.380
2.380
2.371
2.385
2.383
2.376
2.378
2.376
2.380
2.380
2.371
2.378
2.378
2.368
2.380
2.383
2.385
2.376
2.378
2.378
2.385
2.378
2.376
2.371
2.376
2.378
2.388
2.376
2.383
2.383
2.373
2.380
2.378
2.373
2.376
2.373
2.388
2.380
2.385
2.378
2.378
2.383
2.376
2.383
2.373
2.383
2.373
2.385
2.383
2.385
2.371
2.383
2.368
2.376
2.376
2.368
2.373
2.376
2.383
2.378
2.378
2.378
2.378
2.376
2.376
2.376
2.388
2.373
2.385
2.380
2.385
2.376
2.380
2.378
2.383
2.380
2.371
2.378
2.371
2.378
2.385
2.376
2.385
2.373
2.380
2.385
2.378
2.373
2.385
2.380
2.380
2.383
2.373
2.383
2.373
2.378
2.376
2.380
2.366
2.378
2.376
2.378
2.376
2.380
2.383
2.385
2.373
2.388
2.383
2.376
2.385
2.383
2.378
2.378
2.385
2.371
2.393
2.371
2.376
2.378
2.378
2.380
2.378
2.376
2.378
2.376
2.376
2.385
2.390
2.380
2.376
2.378
2.373
2.385
2.380
2.380
2.388
2.371
2.380
2.388
2.373
2.371
2.376
2.373
2.383
2.380
2.378
2.373
2.380
