VC mem handle 5, phys 0xfe86f000, virt 0xb6feb000
CS 54004003 enable=1 done=1 pxldat=1 txw=1 txd=1 txe=1
2.263
2.276
2.273
2.254
2.271
2.261
2.263
2.266
2.261
2.276
2.268
2.268
2.259
2.273
2.268
2.427
2.446
2.444
2.451
2.468
2.456
2.463
2.459
2.468
2.466
2.463
2.473
2.466
2.466
2.473
2.471
2.473
2.473
2.473
2.476
2.459
2.476
2.422
2.351
2.339
2.354
2.339
2.351
2.344
2.332
2.337
2.349
2.337
2.337
2.322
2.327
2.324
2.327
2.324
2.334
2.322
2.329
2.322
2.329
2.327
2.400
2.415
2.402
2.412
2.432
2.420
2.424
2.427
2.434
2.417
2.444
2.432
2.429
2.432
2.441
2.437
2.437
2.439
2.439
2.444
2.432
2.434
2.422
2.380
2.380
2.366
2.356
2.361
2.366
2.356
2.373
2.359
2.363
2.359
2.359
2.351
2.351
2.356
2.344
2.344
2.356
2.346
2.351
2.346
2.341
2.368
2.390
2.390
2.400
2.400
2.407
2.405
2.412
2.405
2.405
2.400
2.405
2.417
2.422
2.417
2.422
2.420
2.429
2.417
2.420
2.420
2.424
2.417
2.407
2.383
2.380
2.380
2.390
2.376
2.380
2.376
2.378
2.368
2.368
2.371
2.366
2.361
2.363
2.351
2.371
2.356
2.356
2.356
2.354
2.361
2.368
2.376
2.380
2.385
2.400
2.398
2.393
2.385
2.405
2.400
2.395
2.398
2.402
2.395
2.422
2.407
2.415
2.407
2.410
2.420
2.407
2.412
2.407
2.402
2.393
2.407
2.388
2.376
2.393
2.388
2.378
2.380
2.373
2.376
2.378
2.366
2.371
2.366
2.376
2.368
2.361
2.368
2.371
2.359
2.371
2.368
2.378
2.383
2.383
2.385
2.395
2.385
2.390
2.390
2.393
2.388
2.390
2.390
2.402
2.398
2.398
2.402
2.405
2.405
2.405
2.395
2.400
2.400
2.407
2.402
2.390
2.393
2.388
2.390
2.388
2.383
2.383
2.383
2.378
2.385
2.383
2.380
2.373
2.378
2.373
2.376
2.380
2.376
2.366
2.359
2.371
2.378
2.383
2.373
2.393
2.383
2.390
2.385
2.380
2.383
2.395
2.383
2.385
2.393
2.395
2.398
2.398
2.390
2.395
2.400
2.395
2.398
2.395
2.405
2.395
2.390
2.390
2.390
2.388
2.390
2.380
2.385
2.388
2.388
2.383
2.393
2.385
2.380
2.383
2.388
2.378
2.383
2.373
2.378
2.378
2.380
2.380
2.388
2.378
2.378
2.373
2.383
2.390
2.383
2.385
2.393
2.388
2.388
2.388
2.385
2.390
2.383
2.385
2.398
2.395
2.398
2.388
2.398
2.398
2.385
2.393
2.390
2.388
2.388
2.380
2.388
2.390
2.383
2.388
2.385
2.395
2.393
2.380
2.385
2.383
2.380
2.388
2.380
2.390
2.383
2.373
2.383
2.376
2.376
2.383
2.378
2.380
2.380
2.373
2.373
2.393
2.390
2.388
2.380
2.388
2.380
2.385
2.393
2.393
2.388
2.390
2.393
2.395
2.393
2.400
2.388
2.380
2.393
2.390
2.383
2.390
2.395
2.383
2.395
2.395
2.388
2.393
2.380
2.385
2.388
2.385
2.376
2.385
2.383
2.378
2.378
2.385
2.380
2.378
2.385
2.383
2.378
2.383
2.393
2.388
2.388
2.388
2.393
2.383
2.385
2.390
2.378
2.395
2.395
2.390
2.390
2.385
2.385
2.385
2.388
2.395
2.385
2.388
2.385
2.388
2.393
2.390
2.393
2.383
2.380
2.390
2.388
2.393
2.383
2.378
2.385
2.376
2.383
2.371
2.383
2.395
2.380
2.388
2.393
2.383
2.385
2.380
2.388
2.385
2.393
2.383
2.383
2.383
2.388
2.385
2.385
2.385
2.383
2.378
2.388
2.378
2.380
2.393
2.380
2.385
2.388
2.385
2.393
2.385
2.388
2.383
2.380
2.390
2.393
2.388
2.388
2.380
2.393
2.380
2.383
2.388
2.388
2.385
2.388
2.378
2.395
2.373
2.378
2.388
2.390
2.390
2.390
2.383
2.383
2.380
2.383
2.393
2.383
2.378
2.383
2.380
2.380
2.388
2.385
2.380
2.380
2.390
2.385
2.380
2.390
2.383
2.398
2.385
2.385
2.380
2.390
2.393
2.383
2.380
2.388
2.385
2.385
2.383
2.383
2.385
2.383
2.385
2.388
2.385
2.380
2.380
2.385
2.385
2.388
2.390
2.398
2.376
2.378
2.383
2.388
2.388
2.383
2.378
2.378
2.388
2.385
2.383
2.385
2.393
2.383
2.385
2.390
2.388
2.390
2.385
2.380
2.395
2.380
2.388
2.393
2.385
2.385
2.373
2.378
2.385
2.385
2.380
2.388
2.383
2.390
2.383
2.388
2.390
2.383
2.383
2.385
2.388
2.383
2.383
2.385
2.383
2.385
2.385
2.385
2.390
2.378
2.373
2.376
2.383
2.380
2.390
2.385
2.385
2.378
2.385
2.380
2.393
2.383
2.390
2.388
2.393
2.388
2.388
2.388
2.383
2.373
2.385
2.385
2.383
2.383
2.393
2.376
2.380
2.373
2.385
2.393
2.383
2.378
2.388
2.383
2.393
2.380
2.388
2.390
2.378
2.388
2.383
2.378
2.383
2.378
2.388
2.385
2.380
2.393
2.385
2.385
2.380
2.378
2.388
2.378
2.385
2.380
2.388
2.398
2.378
2.385
2.393
2.378
2.385
2.378
2.378
2.383
2.380
2.383
2.383
2.380
2.398
2.383
2.385
2.385
2.383
2.388
2.388
2.390
2.378
2.385
2.383
2.393
2.385
2.383
2.388
2.378
2.383
2.383
2.378
2.380
2.388
2.385
2.385
2.388
2.383
2.385
2.385
2.380
2.388
2.385
2.378
2.388
2.380
2.380
2.388
2.376
2.380
2.385
2.380
2.380
2.385
2.383
2.385
2.390
2.390
2.388
2.393
2.378
2.388
2.388
2.385
2.393
2.378
2.390
2.393
2.378
2.390
2.385
2.385
2.371
2.376
2.388
2.378
2.383
2.390
2.380
2.395
2.378
2.383
2.393
2.380
2.390
2.380
2.383
2.388
2.385
2.385
2.376
2.383
2.388
2.376
2.388
2.378
2.380
2.385
2.378
2.383
2.378
2.380
2.388
2.388
2.390
2.385
2.388
2.385
2.385
2.383
2.380
2.388
2.378
2.376
2.385
2.378
2.388
2.378
2.376
2.388
2.390
2.383
2.378
2.383
2.393
2.388
2.388
2.388
2.380
2.383
2.385
2.385
2.380
2.383
2.388
2.380
2.383
2.383
2.380
2.388
2.380
2.378
2.390
2.385
2.380
2.383
2.378
2.380
2.385
2.380
2.385
2.383
2.388
2.385
2.388
2.380
2.380
2.390
2.380
2.380
2.378
2.385
2.390
2.385
2.383
2.383
2.383
2.385
2.385
2.390
2.388
2.383
2.380
2.380
2.390
2.380
2.383
2.388
2.380
2.383
2.373
2.380
2.383
2.376
2.388
2.383
2.388
2.390
2.380
2.383
2.388
2.380
2.390
2.380
2.383
2.383
2.371
2.373
2.378
2.388
2.378
2.380
2.385
2.378
2.380
2.385
2.383
2.385
2.380
2.388
2.385
2.393
2.380
2.383
2.383
2.383
2.383
2.378
2.380
2.378
2.376
2.388
2.383
2.383
2.388
2.376
2.383
2.385
2.385
2.388
2.380
2.388
2.388
2.388
2.393
2.380
2.390
2.385
2.376
2.378
2.380
2.388
2.388
2.380
2.383
2.383
2.383
2.376
2.376
2.390
2.388
2.378
2.383
2.383
2.388
2.385
2.385
2.380
2.380
2.383
2.383
2.380
2.380
2.383
2.385
2.385
2.383
2.383
2.380
2.385
2.385
2.385
2.373
2.393
2.383
2.380
2.383
2.388
2.388
2.388
2.378
2.383
2.385
2.383
2.380
2.380
2.388
2.388
2.380
2.380
2.380
2.385
2.378
2.388
2.385
2.385
2.383
2.383
2.371
2.380
2.388
2.380
2.380
2.388
2.376
2.380
2.383
2.380
2.385
2.380
2.378
2.390
2.385
2.388
2.380
2.383
2.383
2.383
2.390
2.385
2.383
2.388
2.378
2.383
2.376
2.371
2.373
2.380
2.383
2.380
2.380
2.380
2.378
2.390
2.378
2.385
2.383
2.376
2.385
2.383
2.390
2.388
2.378
2.388
2.388
2.383
2.383
2.373
2.373
2.380
2.383
2.383
2.390
2.390
2.380
2.385
2.383
2.378
2.385
2.383
2.383
2.385
2.380
2.385
2.380
2.380
2.393
2.376
2.376
2.378
2.383
2.380
2.383
2.385
2.383
2.380
2.390
2.388
2.388
2.373
2.383
2.378
2.388
2.388
2.385
2.383
2.395
2.373
2.378
2.388
2.385
2.383
2.383
2.380
2.378
2.385
2.378
2.393
2.378
2.385
2.373
2.380
2.385
2.388
2.380
2.383
2.376
2.385
2.380
2.378
2.383
2.385
2.380
2.380
2.378
2.393
2.383
2.383
2.388
2.383
2.388
2.380
2.385
2.385
2.380
2.383
2.376
2.378
2.385
2.383
2.383
2.385
2.371
2.378
2.388
2.385
2.380
2.385
2.380
2.383
2.388
2.380
2.393
2.380
2.383
2.388
2.388
2.380
2.378
2.383
2.383
2.385
2.385
2.380
2.388
2.373
2.383
2.393
2.383
2.385
2.390
2.378
2.388
2.380
2.376
2.383
2.380
2.383
2.383
2.378
2.383
2.380
2.385
2.388
2.373
2.373
2.373
2.378
2.388
2.376
2.385
2.388
2.380
2.388
2.393
2.380
2.388
2.380
2.383
2.385
2.388
2.380
2.385
2.378
2.383
2.383
2.383
2.380
2.383
2.376
2.383
2.383
2.383
2.383
2.388
2.380
2.388
2.378
2.385
2.376
2.383
2.383
2.378
2.380
2.380
2.390
2.385
2.383
2.383
2.376
2.388
2.388
2.378
2.388
2.385
2.393
2.378
2.378
2.395
2.383
2.380
2.385
2.380
2.378
2.376
2.388
2.380
2.383
2.378
2.383
2.385
2.380
2.380
2.385
2.383
2.380
2.380
2.388
2.380
2.385
2.380
2.385
2.390
2.378
2.380
2.380
2.380
2.383
2.385
2.383
2.388
2.376
2.393
2.383
2.383
2.385
2.378
2.378
2.383
2.390
2.388
2.378
2.380
2.378
2.385
2.380
2.380
2.371
2.376
2.388
2.380
2.383
2.388
2.378
2.383
2.380
2.380
2.390
2.378
2.380
2.383
2.388
2.380
2.376
2.388
2.380
2.378
2.385
2.380
2.388
2.380
2.378
2.388
2.378
2.376
2.385
2.378
2.383
2.380
2.383
2.393
2.380
2.385
2.385
2.380
2.383
2.376
2.378
2.383
2.383
2.383
2.380
2.383
2.383
2.383
2.388
2.380
2.385
2.380
2.378
2.385
2.380
2.385
2.383
2.380
2.380
2.383
2.383
2.385
2.378
2.378
2.385
2.371
2.383
2.385
2.378
2.380
2.388
2.390
2.385
2.376
2.376
2.373
2.383
2.380
2.380
2.383
2.383
2.383
2.383
2.388
2.378
2.378
2.380
2.376
2.380
2.380
2.378
2.388
2.393
2.390
2.380
2.388
2.388
2.376
2.383
2.390
2.385
2.378
2.376
2.378
2.388
2.378
2.388
2.368
2.378
2.385
2.383
2.385
2.380
2.376
2.388
2.378
2.388
2.385
2.385
2.373
2.385
2.383
2.388
2.378
2.383
2.378
2.388
2.383
2.385
2.388
2.378
2.383
2.380
2.385
2.388
2.380
2.385
2.388
2.380
2.388
2.376
2.383
2.390
2.376
2.376
2.385
2.378
2.376
2.378
2.385
2.368
2.378
2.383
2.378
2.385
2.378
2.383
2.383
2.380
2.388
2.385
2.383
2.390
2.383
2.383
2.378
2.373
2.385
2.385
2.378
2.383
2.390
2.385
2.380
2.388
2.385
2.388
2.385
2.380
2.378
2.376
2.383
2.378
2.383
2.383
2.380
2.380
2.380
2.380
2.385
2.380
2.388
2.380
2.383
2.378
2.385
2.388
2.376
2.385
2.388
2.383
2.383
2.378
2.388
2.390
2.378
2.385
2.380
2.380
2.380
2.383
2.390
2.380
2.383
2.383
2.380
2.380
2.383
2.378
2.376
2.376
2.385
2.380
2.383
2.378
2.385
2.383
2.388
2.395
2.380
2.373
2.380
2.380
2.393
2.388
2.378
2.383
2.385
2.380
2.380
2.390
2.383
2.378
2.390
2.378
2.376
2.393
2.378
2.385
2.388
2.378
2.383
2.371
2.388
2.383
2.373
2.388
2.378
2.385
2.393
2.378
2.385
2.388
2.378
2.380
2.388
2.388
2.390
2.380
2.388
2.385
2.385
2.378
2.378
2.388
2.378
2.378
2.383
2.378
2.385
2.383
2.390
2.390
2.380
2.390
2.383
2.376
2.390
2.385
2.378
2.385
2.380
2.380
2.378
2.378
2.385
2.380
2.388
2.376
2.383
2.378
2.378
2.388
2.383
2.383
2.380
2.380
2.388
2.380
2.393
2.378
2.380
2.385
2.378
2.378
2.383
2.380
2.385
2.378
2.380
2.385
2.388
2.385
2.383
2.380
2.388
2.383
2.390
2.388
2.390
2.376
2.378
2.368
2.385
2.388
2.378
2.378
2.378
2.380
2.388
2.380
2.385
2.383
2.380
2.388
2.390
2.388
2.383
2.383
2.383
2.390
2.378
2.380
2.388
2.373
2.385
2.388
2.380
2.378
2.376
2.383
2.383
2.383
2.373
2.388
2.380
2.390
2.390
2.388
2.380
2.383
2.383
2.385
2.378
2.380
2.385
2.383
2.388
2.390
2.378
2.378
2.376
2.385
2.378
2.385
2.373
2.388
2.388
2.393
2.383
2.393
2.385
2.383
2.383
2.385
2.385
2.383
2.378
2.380
2.376
2.390
2.376
2.371
