VC mem handle 5, phys 0xfe86f000, virt 0xb6fb9000
CS 54004003 enable=1 done=1 pxldat=1 txw=1 txd=1 txe=1
0.349
0.354
0.356
0.354
0.351
0.351
0.354
0.344
0.351
0.346
0.351
0.349
0.354
0.341
0.349
0.349
0.346
0.356
0.354
0.346
0.354
0.346
0.359
0.346
0.351
0.354
0.341
0.349
0.349
0.346
0.356
0.351
0.354
0.344
0.349
0.361
0.346
0.356
0.346
0.346
0.349
0.349
0.354
0.356
0.341
0.356
0.354
0.356
0.354
0.354
0.351
0.354
0.356
0.349
0.349
0.346
0.346
0.341
0.346
0.341
0.351
0.354
0.351
0.354
0.356
0.354
0.349
0.356
0.346
0.351
0.344
0.361
0.361
0.344
0.354
0.349
0.344
0.346
0.341
0.349
0.351
0.346
0.346
0.351
0.361
0.349
0.351
0.349
0.344
0.346
0.346
0.346
0.341
0.356
0.349
0.351
0.341
0.346
0.349
0.351
0.349
0.346
0.351
0.346
0.341
0.356
0.356
0.346
0.354
0.351
0.354
0.351
0.344
0.356
0.351
0.349
0.351
0.344
0.349
0.346
0.346
0.354
0.351
0.341
0.344
0.346
0.346
0.341
0.354
0.346
0.351
0.354
0.349
0.344
0.356
0.341
0.349
0.356
0.354
0.346
0.354
0.359
0.344
0.346
0.346
0.349
0.346
0.351
0.346
0.349
0.344
0.349
0.354
0.356
0.349
0.354
0.346
0.359
0.344
0.351
0.349
0.351
0.351
0.349
0.346
0.356
0.341
0.344
0.351
0.349
0.344
0.354
0.359
0.351
0.349
0.354
0.349
0.354
0.346
0.346
0.354
0.341
0.349
0.346
0.351
0.351
0.346
0.354
0.346
0.346
0.354
0.349
0.349
0.339
0.351
0.351
0.341
0.351
0.344
0.344
0.356
0.349
0.346
0.359
0.346
0.354
0.346
0.349
0.349
0.349
0.344
0.351
0.349
0.349
0.346
0.356
0.351
0.349
0.351
0.339
0.356
0.349
0.349
0.356
0.346
0.354
0.349
0.344
0.356
0.349
0.346
0.349
0.344
0.344
0.346
0.349
0.344
0.356
0.349
0.351
0.349
0.356
0.344
0.349
0.349
0.349
0.354
0.351
0.356
0.346
0.349
0.349
0.356
0.351
0.346
0.337
0.346
0.339
0.349
0.346
0.351
0.341
0.351
0.356
0.344
0.344
0.344
0.346
0.344
0.349
0.351
0.351
0.344
0.354
0.346
0.346
0.354
0.339
0.349
0.351
0.344
0.346
0.351
0.356
0.351
0.349
0.349
0.337
0.344
0.341
0.349
0.349
0.346
0.349
0.354
0.346
0.349
0.346
0.354
0.346
0.346
0.349
0.337
0.344
0.354
0.339
0.349
0.349
0.349
0.351
0.344
0.354
0.349
0.356
0.349
0.349
0.349
0.349
0.341
0.346
0.349
0.351
0.344
0.349
0.349
0.334
0.344
0.349
0.351
0.349
0.346
0.349
0.356
0.344
0.341
0.346
0.349
0.349
0.356
0.349
0.337
0.346
0.344
0.349
0.356
0.346
0.344
0.344
0.339
0.344
0.349
0.344
0.354
0.344
0.349
0.346
0.346
0.346
0.346
0.354
0.346
0.349
0.354
0.341
0.344
0.346
0.346
0.344
0.341
0.356
0.346
0.341
0.344
0.341
0.351
0.349
0.341
0.351
0.349
0.346
0.344
0.346
0.354
0.354
0.341
0.346
0.349
0.346
0.351
0.341
0.356
0.344
0.349
0.346
0.346
0.339
0.344
0.344
0.349
0.346
0.346
0.356
0.349
0.351
0.351
0.349
0.349
0.351
0.346
0.337
0.349
0.346
0.346
0.346
0.346
0.341
0.344
0.346
0.341
0.344
0.349
0.351
0.349
0.349
0.341
0.346
0.354
0.344
0.351
0.346
0.346
0.349
0.346
0.341
0.351
0.344
0.349
0.351
0.354
0.346
0.337
0.351
0.341
0.349
0.349
0.346
0.344
0.346
0.351
0.346
0.346
0.354
0.349
0.344
0.346
0.337
0.354
0.341
0.344
0.344
0.349
0.356
0.341
0.349
0.351
0.339
0.354
0.346
0.346
0.356
0.359
0.339
0.356
0.349
0.346
0.344
0.351
0.346
0.341
0.344
0.346
