VC mem handle 5, phys 0xfe86f000, virt 0xb6fa7000
CS 54004003 enable=1 done=1 pxldat=1 txw=1 txd=1 txe=1
0.334
0.339
0.327
0.329
0.327
0.332
0.322
0.329
0.327
0.329
0.329
0.332
0.327
0.327
0.324
0.332
0.327
0.320
0.329
0.327
0.329
0.334
0.332
0.322
0.339
0.324
0.324
0.324
0.327
0.315
0.329
0.329
0.322
0.324
0.327
0.327
0.332
0.327
0.324
0.332
0.322
0.322
0.327
0.339
0.327
0.329
0.327
0.315
0.329
0.322
0.327
0.327
0.324
0.329
0.327
0.324
0.327
0.324
0.327
0.327
0.322
0.329
0.327
0.320
0.322
0.327
0.327
0.329
0.324
0.329
0.327
0.324
0.329
0.327
0.324
0.329
0.327
0.324
0.329
0.327
0.320
0.332
0.317
0.322
0.332
0.327
0.322
0.332
0.322
0.322
0.329
0.322
0.324
0.332
0.324
0.315
0.324
0.324
0.324
0.320
0.324
0.320
0.322
0.320
0.322
0.322
0.322
0.327
0.320
0.320
0.324
0.322
0.324
0.322
0.317
0.327
0.320
0.324
0.324
0.320
0.324
0.320
0.327
0.324
0.320
0.327
0.320
0.324
0.324
0.322
0.327
0.317
0.324
0.324
0.324
0.317
0.320
0.322
0.324
0.320
0.322
0.322
0.324
0.327
0.327
0.315
0.324
0.320
0.322
0.315
0.322
0.327
0.329
0.322
0.322
0.322
0.320
0.317
0.322
0.324
0.324
0.315
0.324
0.324
0.324
0.324
0.320
0.317
0.322
0.315
0.320
0.320
0.324
0.317
0.324
0.322
0.320
0.310
0.322
0.322
0.317
0.322
0.322
0.315
0.322
0.322
0.320
0.315
0.324
0.317
0.315
0.322
0.315
0.315
0.324
0.320
0.320
0.320
0.317
0.310
0.320
0.322
0.320
0.317
0.317
0.315
0.320
0.324
0.315
0.320
0.324
0.327
0.324
0.315
0.317
0.315
0.312
0.320
0.322
0.322
0.324
0.312
0.332
0.310
0.317
0.327
0.317
0.315
0.317
0.320
0.322
0.320
0.327
0.317
