VC mem handle 5, phys 0xfe86f000, virt 0xb6fb1000
CS FC004005 enable=1 active=1 pxldat=1 txw=1 rxr=1 txd=1 rxd=1 txe=1 rxf=1
-4.980
-0.612
-4.983
-0.263
-4.978
-0.612
-4.983
-0.263
-4.983
0.012
-4.983
-0.259
-4.985
-2.485
-4.983
-0.261
-4.978
0.012
-4.983
-0.268
-4.983
0.637
-4.983
-0.256
-4.983
1.261
-4.983
-0.266
-4.971
3.134
-4.983
-0.251
-4.983
1.261
-4.983
-0.254
-4.976
-0.612
-4.983
-0.254
-4.978
0.637
-4.983
-0.256
-4.978
0.637
-4.983
-0.256
-4.976
-1.861
-4.983
-0.254
-4.973
0.012
-4.983
-0.254
-4.976
2.510
-4.983
-0.251
-4.976
2.510
-4.983
-0.254
-4.978
3.134
-4.983
-0.249
-4.968
3.134
-4.983
-0.256
-4.971
1.885
-4.983
-0.256
-4.968
1.885
-4.983
-0.246
-4.971
2.510
-4.983
-0.244
-4.971
2.510
-4.983
-0.244
-4.968
1.885
-4.983
-0.251
-4.968
4.383
-4.983
-0.246
-4.966
4.383
-4.983
-0.244
-4.966
3.134
-4.983
-0.251
-4.968
3.759
-4.983
-0.241
-4.968
2.510
-4.983
-0.246
-4.966
4.383
-4.983
-0.244
-4.993
-4.983
-4.983
-0.251
-4.990
-4.359
-4.983
-0.234
-5.000
2.510
-4.983
-0.256
-4.993
-4.359
-4.983
-0.254
-4.993
-4.983
-4.983
-0.234
-4.995
4.383
-4.983
-0.241
-4.998
-3.734
-4.983
-0.254
-4.998
-3.110
-4.983
-0.224
-4.998
3.134
-4.983
-0.246
-4.983
4.383
-4.983
-0.239
-4.993
-4.983
-4.983
-0.227
-4.993
-4.359
-4.983
-0.229
-4.990
3.134
-4.983
-0.234
-4.998
-3.110
-4.983
-0.227
-5.000
-1.861
-4.983
-0.220
-4.990
-4.359
-4.983
-0.234
-4.993
-3.734
-4.983
-0.232
-4.988
-0.612
-4.983
-0.232
-4.963
-1.237
-4.983
-0.234
-4.995
-3.110
-4.983
-0.232
-4.988
-1.861
-4.983
-0.222
-4.998
-1.237
-4.983
-0.229
