VC mem handle 5, phys 0xfe86f000, virt 0xb6fa4000
CS 54000000 txw=1 txd=1 txe=1
-0.054
-0.068
-0.059
-0.061
-0.061
-0.066
-0.056
-0.063
-0.061
-0.061
-0.063
-0.061
-0.063
-0.061
-0.066
-0.061
-0.059
-0.061
-0.061
-0.061
-0.061
-0.056
-0.056
-0.068
-0.061
-0.066
-0.066
-0.059
-0.061
-0.061
-0.059
-0.061
-0.063
-0.061
-0.066
-0.059
-0.063
-0.061
-0.059
-0.059
-0.059
-0.061
-0.061
-0.061
-0.066
-0.063
-0.061
-0.059
-0.059
-0.061
-0.061
-0.059
-0.056
-0.059
-0.061
-0.063
-0.056
-0.063
-0.066
-0.054
-0.061
-0.059
-0.059
-0.059
-0.054
-0.061
-0.054
-0.063
-0.061
-0.059
-0.059
-0.059
-0.056
-0.059
-0.059
-0.059
-0.063
-0.054
-0.061
-0.066
-0.059
-0.056
-0.059
-0.061
-0.059
-0.051
-0.059
-0.054
-0.056
-0.059
-0.061
-0.061
-0.059
-0.056
-0.056
-0.056
-0.059
-0.059
-0.059
-0.063
-0.054
-0.056
-0.061
-0.054
-0.056
-0.061
-0.051
-0.061
-0.054
-0.051
-0.056
-0.059
-0.059
-0.059
-0.054
-0.056
-0.059
-0.054
-0.056
-0.056
-0.061
-0.054
-0.056
-0.054
-0.059
-0.054
-0.054
-0.059
-0.056
-0.056
-0.059
-0.051
-0.051
-0.059
-0.051
-0.054
-0.059
-0.054
-0.051
-0.051
-0.051
-0.056
-0.056
-0.059
-0.054
-0.054
-0.051
-0.054
-0.054
-0.063
-0.054
-0.056
-0.056
-0.051
-0.054
-0.056
-0.049
-0.056
-0.051
-0.049
-0.051
-0.056
-0.054
-0.049
-0.056
-0.056
-0.056
-0.054
-0.049
-0.051
-0.051
-0.039
-0.056
-0.051
-0.059
-0.059
-0.049
-0.054
-0.054
-0.051
-0.051
-0.054
-0.051
-0.061
-0.049
-0.056
-0.056
-0.051
-0.049
-0.051
-0.051
-0.051
-0.049
-0.054
-0.051
-0.051
-0.054
-0.054
-0.051
-0.054
-0.044
-0.056
-0.051
-0.051
-0.051
-0.051
-0.046
-0.049
-0.051
-0.049
-0.051
-0.056
-0.054
-0.049
-0.049
-0.054
-0.046
-0.051
-0.046
-0.049
-0.054
-0.044
-0.054
-0.061
-0.049
-0.051
-0.044
-0.049
-0.051
-0.049
-0.046
-0.051
-0.046
-0.051
