VC mem handle 5, phys 0xfe86f000, virt 0xb6fe7000
CS 54004003 enable=1 done=1 pxldat=1 txw=1 txd=1 txe=1
0.005
0.005
-0.051
0.010
0.015
-0.063
-0.063
-0.005
-0.056
-0.046
0.010
-0.054
-0.061
-0.007
-0.010
-0.080
-0.002
0.015
-0.059
0.012
0.007
2.485
2.232
2.049
2.076
1.961
1.907
1.815
1.798
1.693
1.663
1.598
1.568
1.483
1.468
1.388
1.361
1.315
1.290
1.246
1.202
1.171
1.149
1.100
1.102
1.100
1.029
1.022
0.995
0.963
0.944
0.924
0.890
0.880
0.859
0.844
0.812
0.800
0.788
0.771
0.749
0.732
0.737
0.729
0.690
0.680
0.680
0.659
0.641
0.637
0.634
0.620
0.615
0.595
0.588
0.576
0.571
0.556
0.551
0.554
0.539
0.524
0.532
0.527
0.527
0.520
0.505
0.505
0.495
0.493
0.495
0.480
0.478
0.480
0.473
0.478
0.466
0.459
0.459
0.454
0.446
0.444
0.446
0.441
0.441
0.437
0.429
0.441
0.432
0.427
0.427
0.422
0.415
0.417
0.407
0.410
0.405
0.417
0.405
0.398
0.398
0.402
0.398
0.400
0.400
0.398
0.393
0.393
0.388
0.393
0.390
0.385
0.385
0.383
0.380
0.378
0.373
0.368
0.371
0.373
0.373
0.376
0.363
0.376
0.361
0.368
0.368
0.359
0.359
0.373
0.359
0.363
0.366
0.363
0.366
0.363
0.359
0.351
0.356
0.354
0.351
0.349
0.346
0.356
0.349
0.349
0.356
0.346
0.339
0.349
0.359
0.351
0.346
0.349
0.349
0.346
0.339
0.337
0.346
0.341
0.341
0.339
0.337
0.337
0.339
0.339
0.332
0.332
0.329
0.339
0.339
0.344
0.339
0.329
0.329
0.334
0.339
0.337
0.329
0.327
0.332
0.332
0.332
0.327
0.327
0.329
0.324
0.320
0.324
0.324
0.324
0.327
0.324
0.315
0.324
0.327
0.327
0.324
0.322
0.322
0.329
0.317
0.322
0.327
0.329
0.312
0.310
0.320
0.322
0.322
0.322
0.317
0.320
0.315
0.320
0.322
0.315
0.312
0.315
0.320
0.317
0.315
0.315
0.307
0.307
0.312
0.315
0.312
0.315
0.312
0.312
0.310
0.315
0.310
0.307
0.307
0.310
0.310
0.315
0.322
0.307
0.312
0.310
0.307
0.310
0.305
0.302
0.302
0.305
0.305
0.315
0.310
0.302
0.300
0.300
0.302
0.307
0.307
0.307
0.312
0.310
0.302
0.307
0.312
0.307
0.305
0.305
0.295
0.300
0.302
0.298
0.302
0.305
0.298
0.300
0.302
0.307
0.300
0.302
0.305
0.298
0.300
0.302
0.305
0.307
0.302
0.290
0.298
0.300
0.310
0.293
0.293
0.298
0.300
0.288
0.305
0.298
0.298
0.295
0.293
0.307
0.305
0.295
0.295
0.300
0.300
0.293
0.298
0.300
0.302
0.288
0.293
0.302
0.295
0.288
0.293
0.298
0.290
0.293
0.293
0.290
0.285
0.300
0.298
0.298
0.293
0.293
0.293
0.298
0.300
0.288
0.293
0.295
0.290
0.288
0.288
0.293
0.295
0.285
0.288
0.283
0.295
0.298
0.295
0.280
0.293
0.283
0.293
0.295
0.293
0.295
0.295
0.290
0.283
0.288
0.288
0.283
0.290
0.290
0.285
0.290
0.283
0.288
0.293
0.285
0.285
0.290
0.285
0.290
0.295
0.295
0.285
0.280
0.288
0.288
0.288
0.283
0.278
0.278
0.288
0.290
0.288
0.288
0.288
0.280
0.283
0.290
0.288
0.283
0.280
0.293
0.290
0.288
0.288
0.280
0.295
0.280
0.276
0.283
0.288
0.293
0.280
0.283
0.280
0.288
0.288
0.278
0.288
0.290
0.278
0.280
0.288
0.285
0.288
0.278
0.280
0.285
0.283
0.285
0.276
0.278
0.268
0.280
0.273
0.280
0.278
0.288
0.276
0.285
0.283
0.288
0.276
0.285
0.285
0.280
0.278
0.283
0.285
0.283
0.276
0.280
0.278
0.285
0.280
0.276
0.271
0.273
0.273
0.285
0.285
0.278
0.273
0.278
0.283
0.280
0.285
0.278
0.278
0.283
0.276
0.278
0.278
0.283
0.273
0.273
0.280
0.276
0.271
0.278
0.280
0.276
0.276
0.271
0.285
0.278
0.280
0.283
0.276
0.273
0.278
0.280
0.278
0.278
0.280
0.268
0.266
0.278
0.283
0.273
0.271
0.278
0.273
0.271
0.280
0.276
0.276
0.273
0.278
0.273
0.276
0.278
0.273
0.273
0.278
0.276
0.278
0.271
0.266
0.278
0.268
0.276
0.280
0.268
0.268
0.273
0.276
0.278
0.278
0.268
0.273
0.276
0.280
0.268
0.268
0.276
0.278
0.271
0.266
0.266
0.276
0.273
0.273
0.273
0.271
0.280
0.273
0.268
0.273
0.273
0.278
0.278
0.278
0.276
0.266
0.276
0.273
0.268
0.278
0.271
0.276
0.261
0.268
0.263
0.271
0.271
0.273
0.268
0.268
0.276
0.273
0.271
0.271
0.276
0.261
0.276
0.280
0.273
0.266
0.278
0.276
0.271
0.266
0.266
0.271
0.266
0.261
0.268
0.276
0.273
0.268
0.268
0.273
0.278
0.268
0.268
0.268
0.266
0.273
0.271
0.271
0.271
0.266
0.271
0.266
0.268
0.266
0.268
0.271
0.268
0.261
0.263
0.268
0.273
0.271
0.263
0.268
0.271
0.266
0.271
0.273
0.273
0.268
0.266
0.263
0.268
0.268
0.263
0.263
0.268
0.266
0.266
0.266
0.271
0.278
0.261
0.266
0.266
0.280
0.266
0.266
0.271
0.271
0.266
0.263
0.263
0.266
0.263
0.259
0.263
0.276
0.268
0.261
0.268
0.266
0.266
0.276
0.266
0.266
0.271
0.266
0.261
0.263
0.263
0.268
0.263
0.261
0.268
0.268
0.263
0.266
0.263
0.266
0.268
0.268
0.261
0.271
0.263
0.259
0.273
0.266
0.263
0.276
0.263
0.266
0.266
0.263
0.261
0.263
0.259
0.259
0.263
0.266
0.256
0.261
0.268
0.268
0.263
0.271
0.263
0.268
0.266
0.268
0.263
0.271
0.266
0.263
0.268
0.263
0.268
0.256
0.259
0.259
0.271
0.259
0.261
0.261
0.261
0.271
0.263
0.266
0.263
0.263
0.266
0.266
0.263
0.266
0.263
0.254
0.266
0.266
0.263
0.263
0.259
0.259
0.263
0.259
0.259
0.263
0.254
0.263
0.266
0.271
0.266
0.268
0.271
0.261
0.256
0.263
0.263
0.261
0.263
0.259
0.263
0.259
0.256
0.259
0.266
0.266
0.266
0.268
0.254
0.259
0.263
0.263
0.259
0.261
0.266
0.266
0.261
0.266
0.261
0.259
0.263
0.263
0.259
0.259
0.261
0.259
0.261
0.271
0.256
0.259
0.266
0.263
0.263
0.256
0.263
0.249
0.263
0.256
0.261
0.261
0.263
0.254
0.259
0.259
0.266
0.254
0.259
0.261
0.259
0.256
0.268
0.263
0.259
0.256
0.268
0.263
0.261
0.259
0.263
0.259
0.266
0.256
0.259
0.263
0.259
0.261
0.256
0.259
0.261
0.251
0.261
0.259
0.261
0.256
0.254
0.261
0.263
0.266
0.259
0.259
0.261
0.254
0.259
0.268
0.256
0.256
0.259
0.254
0.266
0.259
0.266
0.254
0.256
0.259
0.261
0.261
0.259
0.266
0.263
0.254
0.261
0.261
0.261
0.256
0.256
0.256
0.254
0.259
0.259
0.256
0.251
0.261
0.256
0.261
0.259
0.259
0.256
0.254
0.266
0.266
0.256
0.266
0.261
0.256
0.256
0.261
0.259
0.256
0.254
0.256
0.261
0.256
0.251
0.263
0.259
0.251
0.259
0.256
0.254
0.261
0.256
0.254
0.261
0.261
0.254
0.254
0.259
0.266
0.249
0.249
0.259
0.261
0.254
0.251
0.259
0.254
0.259
0.268
0.263
0.254
0.249
0.256
0.261
0.254
0.266
0.256
0.256
0.256
0.263
0.261
0.254
0.256
0.254
0.249
0.256
0.256
0.254
0.259
0.254
0.254
0.259
0.263
0.256
0.251
0.256
0.259
0.254
0.261
0.263
0.261
0.249
0.256
0.256
0.259
0.251
0.259
0.256
0.256
0.254
0.256
0.254
0.261
0.254
0.254
0.251
0.259
0.259
0.256
0.256
0.261
0.246
0.249
0.254
0.259
0.261
0.246
0.249
0.261
0.254
0.256
0.259
0.261
0.256
0.249
0.256
0.263
0.254
0.254
0.259
0.261
0.251
0.261
0.254
0.251
0.256
0.256
0.259
0.261
0.249
0.249
0.251
0.254
0.256
0.256
0.259
0.259
0.256
0.259
0.254
0.259
0.256
0.256
0.259
0.259
0.251
0.259
0.251
0.259
0.254
0.251
0.254
0.256
0.246
0.251
0.256
0.256
0.251
0.259
0.254
0.254
0.254
0.259
0.254
0.251
0.261
0.259
0.254
0.246
0.251
0.256
0.251
0.256
0.251
0.249
0.254
0.249
0.259
0.259
0.254
0.244
0.259
0.256
0.254
0.256
0.256
0.256
0.251
0.251
0.259
0.254
0.254
0.246
0.249
0.251
0.256
0.259
0.254
0.251
0.251
0.256
0.254
0.263
0.249
0.254
0.251
0.256
0.259
0.256
0.249
0.251
0.256
0.259
0.254
0.254
0.251
0.251
0.251
0.251
0.251
0.259
0.251
0.249
0.254
0.259
0.259
0.256
0.249
0.249
0.251
0.251
0.254
0.251
0.254
0.254
0.251
0.256
0.246
0.249
0.249
0.256
0.256
0.244
0.256
0.256
0.251
0.259
0.259
0.256
0.249
0.251
0.251
0.254
0.263
0.251
0.239
0.249
0.244
0.256
0.246
0.246
0.251
0.254
0.256
0.259
0.254
0.251
0.249
0.251
0.259
0.254
0.246
0.251
0.256
0.259
0.256
0.251
0.251
0.249
0.259
0.244
0.249
0.256
0.254
0.249
0.254
0.251
0.259
0.254
0.249
0.251
0.249
0.254
0.251
0.251
0.254
0.249
0.249
0.254
0.246
0.249
0.254
0.254
0.254
0.251
0.246
0.249
0.244
0.259
0.263
0.249
0.251
0.259
0.249
0.251
0.259
0.251
0.249
0.249
0.259
0.256
0.249
0.251
0.251
0.254
0.251
0.254
0.254
0.246
0.246
0.246
0.251
0.259
0.251
0.249
0.254
0.246
0.254
0.256
0.254
0.256
0.256
0.251
0.249
0.254
0.249
0.251
0.249
0.249
0.246
0.251
0.254
0.254
0.261
0.256
0.249
0.249
0.251
0.244
0.251
0.249
0.249
0.244
0.254
0.256
0.249
0.244
0.246
0.254
0.254
0.249
0.251
0.254
0.256
0.254
0.249
0.249
0.256
0.251
0.254
0.251
0.246
0.256
0.249
0.249
0.251
0.249
0.251
0.251
0.246
0.246
0.256
0.254
0.254
0.254
0.254
0.249
0.244
0.249
0.249
0.256
0.256
0.249
0.251
0.249
0.249
0.254
0.254
0.244
0.237
0.263
0.251
0.256
0.254
0.246
0.246
0.254
0.249
0.251
0.254
0.251
0.246
0.251
0.251
0.249
0.251
0.256
0.251
0.246
0.246
0.251
0.261
0.241
0.241
0.241
0.251
0.249
0.249
0.256
0.263
0.251
0.254
0.256
0.254
0.256
0.254
0.241
0.249
0.256
0.251
0.249
0.249
0.249
0.246
0.246
0.254
0.251
0.249
0.246
0.244
0.254
0.246
0.251
0.251
0.256
0.251
0.251
0.241
0.249
0.256
0.254
0.254
0.251
0.251
0.251
0.246
0.249
0.249
0.246
0.254
0.254
0.254
0.251
0.244
0.244
0.251
0.254
0.244
0.251
0.246
0.249
0.249
0.251
0.249
0.251
0.246
0.241
0.249
0.251
0.251
0.254
0.254
0.249
0.244
0.244
0.259
0.256
0.249
0.244
0.254
0.251
0.249
0.241
0.254
0.251
0.246
0.249
0.249
0.251
0.256
0.249
0.244
0.249
0.251
0.249
0.256
0.249
0.246
0.249
0.251
0.251
0.259
0.246
