VC mem handle 5, phys 0xfe86f000, virt 0xb6f2a000
CS 54004003 enable=1 done=1 pxldat=1 txw=1 txd=1 txe=1
-0.020
-0.027
-0.020
-0.027
-0.024
-0.027
-0.020
-0.020
-0.029
-0.020
-0.022
-0.027
-0.020
-0.020
-0.027
-0.020
-0.022
-0.024
-0.024
-0.022
-0.022
-0.024
-0.020
-0.027
-0.024
-0.027
-0.022
-0.017
-0.022
-0.027
-0.022
-0.024
-0.017
-0.022
-0.022
-0.017
-0.027
-0.024
-0.017
-0.022
-0.020
-0.027
-0.027
-0.022
-0.020
-0.027
-0.027
-0.020
-0.022
-0.022
-0.024
-0.020
-0.012
-0.017
-0.022
-0.020
-0.022
-0.024
-0.024
-0.022
-0.020
-0.022
-0.022
-0.024
-0.027
-0.022
-0.017
-0.029
-0.022
-0.022
-0.027
-0.022
-0.015
-0.024
-0.017
-0.024
-0.020
-0.020
-0.020
-0.024
-0.022
-0.024
-0.024
-0.027
-0.029
-0.017
-0.022
-0.022
-0.022
-0.022
-0.022
-0.017
-0.027
-0.024
-0.020
-0.024
-0.022
-0.020
-0.024
-0.022
-0.022
-0.020
-0.012
-0.022
-0.027
-0.027
-0.024
-0.022
-0.024
-0.022
-0.020
-0.020
-0.024
-0.017
-0.020
-0.022
-0.020
-0.024
-0.022
-0.012
-0.022
-0.022
-0.024
-0.024
-0.022
-0.020
-0.020
-0.022
-0.024
-0.027
-0.020
-0.022
-0.022
-0.024
-0.020
-0.022
-0.024
-0.020
-0.012
-0.020
-0.017
-0.022
-0.020
-0.024
-0.020
-0.022
-0.020
-0.022
-0.027
-0.027
-0.022
-0.022
-0.020
-0.020
-0.024
-0.022
-0.020
-0.022
-0.022
-0.012
-0.015
-0.017
-0.027
-0.024
-0.022
-0.020
-0.022
-0.022
-0.027
-0.017
-0.020
-0.029
-0.017
-0.017
-0.029
-0.020
-0.012
-0.017
-0.022
-0.020
-0.017
-0.015
-0.020
-0.017
-0.020
-0.017
-0.022
-0.022
-0.017
-0.022
-0.022
-0.020
-0.024
-0.020
-0.024
-0.017
-0.022
-0.022
-0.017
-0.024
-0.022
-0.017
-0.024
-0.020
-0.024
-0.017
-0.017
-0.022
-0.017
-0.012
-0.022
-0.024
-0.027
-0.022
-0.022
-0.022
-0.022
-0.020
-0.020
-0.015
-0.012
-0.017
-0.022
-0.022
-0.024
-0.017
-0.015
-0.020
-0.015
-0.017
-0.029
-0.015
-0.020
-0.022
-0.022
-0.020
-0.027
-0.017
-0.012
-0.017
-0.020
-0.022
-0.020
-0.020
-0.005
-0.020
-0.020
-0.017
-0.020
-0.024
-0.015
-0.015
-0.024
-0.027
-0.020
-0.020
-0.022
-0.017
-0.017
-0.017
-0.024
-0.020
-0.022
-0.015
-0.017
-0.020
-0.022
-0.022
-0.020
-0.015
-0.017
-0.022
-0.020
-0.020
-0.029
-0.029
-0.015
-0.017
-0.022
-0.020
-0.022
-0.022
-0.020
-0.024
-0.020
-0.015
-0.020
-0.010
-0.012
-0.017
-0.022
-0.015
-0.022
-0.017
-0.017
-0.017
-0.022
-0.020
-0.024
-0.017
-0.017
-0.015
-0.022
-0.024
-0.022
-0.022
-0.020
-0.020
-0.020
-0.020
-0.020
-0.020
-0.015
-0.017
-0.017
-0.022
-0.022
-0.020
-0.017
-0.022
-0.020
-0.020
-0.022
-0.024
-0.020
-0.017
-0.012
-0.015
-0.027
-0.017
-0.015
-0.022
-0.015
-0.017
-0.020
-0.012
-0.010
-0.017
-0.015
-0.022
-0.020
-0.022
-0.020
-0.020
-0.017
-0.017
-0.017
-0.017
-0.015
-0.017
-0.017
-0.012
-0.024
-0.022
-0.020
-0.012
-0.020
-0.012
-0.015
-0.015
-0.027
-0.017
-0.015
-0.015
-0.017
-0.020
-0.012
-0.017
-0.017
-0.017
-0.020
-0.012
-0.010
-0.017
-0.010
-0.015
-0.015
-0.017
-0.024
-0.015
-0.012
-0.015
-0.022
-0.027
-0.020
-0.012
-0.020
-0.020
-0.015
-0.015
-0.020
-0.010
-0.015
-0.015
-0.017
-0.012
-0.020
-0.015
-0.017
-0.015
-0.024
-0.015
-0.015
-0.017
-0.012
-0.015
-0.012
-0.022
-0.022
-0.015
-0.017
-0.010
-0.010
-0.017
-0.020
-0.022
-0.020
-0.012
-0.010
-0.012
-0.015
-0.012
-0.017
-0.022
-0.012
-0.010
-0.017
-0.012
-0.024
-0.015
-0.007
-0.022
-0.015
-0.012
-0.012
-0.015
-0.015
-0.007
-0.010
-0.020
-0.015
-0.010
-0.005
-0.020
-0.010
-0.012
-0.020
-0.024
-0.020
-0.012
-0.039
-0.010
-0.010
-0.020
-0.020
-0.015
-0.012
-0.012
-0.017
-0.005
-0.015
-0.017
-0.017
-0.015
-0.017
-0.022
-0.015
-0.034
-0.005
-0.012
-0.015
-0.024
-0.020
-0.024
-0.010
-0.012
-0.041
0.005
-0.012
-0.015
-0.002
-0.015
-0.010
-0.015
-0.017
-0.039
0.007
-0.010
-0.046
0.005
-0.005
-0.017
-0.007
-0.022
-0.037
-0.002
-0.005
-0.044
-0.027
0.010
-0.002
-0.024
-0.012
-0.039
-0.024
0.005
-0.005
-0.049
-0.029
0.010
-0.005
-0.017
-0.005
-0.041
-0.032
0.002
