VC mem handle 5, phys 0xfe86f000, virt 0xb6fdc000
CS 54004003 enable=1 done=1 pxldat=1 txw=1 txd=1 txe=1
-0.424
-0.429
-0.424
-0.422
-0.424
-0.422
-0.417
-0.415
-0.420
-0.412
-0.410
-0.410
-0.407
-0.405
-0.407
-0.407
-0.398
-0.400
-0.393
-0.393
-0.400
-0.395
-0.388
-0.395
-0.390
-0.388
-0.398
-0.380
-0.378
-0.390
-0.371
-0.380
-0.376
-0.380
-0.371
-0.376
-0.368
-0.376
-0.366
-0.361
-0.368
-0.359
-0.363
-0.366
-0.359
-0.363
-0.354
-0.359
-0.359
-0.356
-0.356
-0.354
-0.351
-0.349
-0.349
-0.351
-0.346
-0.346
-0.349
-0.344
-0.341
-0.339
-0.344
-0.337
-0.341
-0.344
-0.334
-0.337
-0.332
-0.332
-0.339
-0.332
-0.322
-0.332
-0.322
-0.327
-0.324
-0.327
-0.320
-0.322
-0.320
-0.322
-0.322
-0.327
-0.307
-0.315
-0.315
-0.322
-0.312
-0.315
-0.312
-0.312
-0.310
-0.315
-0.312
-0.307
-0.312
-0.307
-0.310
-0.312
-0.302
-0.310
-0.307
-0.302
-0.300
-0.300
-0.300
-0.298
-0.295
-0.305
-0.295
-0.295
-0.298
-0.285
-0.300
-0.298
-0.288
-0.293
-0.295
-0.290
-0.288
-0.283
-0.285
-0.288
-0.285
-0.285
-0.285
-0.283
-0.280
-0.280
-0.280
-0.280
-0.276
-0.285
-0.278
-0.273
-0.276
-0.278
-0.273
-0.276
-0.283
-0.268
-0.273
-0.273
-0.276
-0.273
-0.271
-0.266
-0.266
-0.266
-0.266
-0.268
-0.268
-0.261
-0.266
-0.268
-0.266
-0.259
-0.266
-0.263
-0.254
-0.259
-0.261
-0.259
-0.259
-0.261
-0.251
-0.256
-0.256
-0.254
-0.244
-0.261
-0.249
-0.249
-0.251
-0.249
-0.254
-0.256
-0.249
-0.249
-0.246
-0.239
-0.246
-0.246
-0.249
-0.246
-0.237
-0.244
-0.244
-0.251
-0.234
-0.244
-0.237
-0.239
-0.246
-0.234
-0.244
-0.239
-0.244
-0.227
-0.251
-0.234
-0.232
-0.241
-0.227
-0.244
-0.222
-0.237
-0.227
-0.241
-0.227
-0.224
-0.234
-0.224
-0.234
-0.229
-0.224
-0.222
-0.234
-0.222
-0.227
-0.229
-0.227
-0.224
-0.229
-0.222
-0.220
-0.222
-0.220
-0.222
-0.220
-0.220
-0.220
-0.220
-0.224
