VC mem handle 5, phys 0xfe86f000, virt 0xb6f4b000
CS 54004003 enable=1 done=1 pxldat=1 txw=1 txd=1 txe=1
1.910
1.910
1.898
1.866
1.780
1.805
1.822
1.832
1.832
1.837
1.798
1.729
1.729
1.727
1.729
1.729
1.724
1.688
1.629
1.644
1.629
1.629
1.624
1.629
1.598
1.554
1.549
1.537
1.544
1.507
1.522
1.488
1.439
1.437
1.434
1.437
1.439
1.422
1.402
1.366
1.368
1.354
1.356
1.359
1.359
1.332
1.298
1.288
1.285
1.293
1.290
1.288
1.268
1.254
1.251
1.234
1.259
1.249
1.239
1.227
1.215
1.195
1.200
1.198
1.198
1.195
1.176
1.168
1.156
1.156
1.151
1.149
1.151
1.134
1.120
1.107
1.115
1.102
1.102
1.100
1.083
1.071
1.076
1.056
1.063
1.056
1.051
1.041
1.027
1.027
1.012
1.017
1.024
1.015
1.010
0.995
0.980
0.983
0.985
0.983
0.980
0.973
0.971
0.961
0.954
0.956
0.946
0.956
0.941
0.939
0.932
0.932
0.927
0.922
0.917
0.915
0.912
0.912
0.902
0.907
0.900
0.898
0.893
0.890
0.885
0.883
0.878
0.876
0.873
0.863
0.871
0.854
0.861
0.859
0.849
0.851
0.846
0.839
0.834
0.829
0.827
0.827
0.837
0.815
0.815
0.815
0.807
0.807
0.812
0.807
0.802
0.790
0.795
0.793
0.795
0.790
0.783
0.785
0.776
0.768
0.778
0.771
0.773
0.776
0.763
0.771
0.756
0.759
0.754
0.754
0.751
0.759
0.744
0.737
0.746
0.744
0.737
0.739
0.732
0.729
0.734
0.729
0.727
0.722
0.722
0.729
0.720
0.712
0.722
0.717
0.705
0.712
0.707
0.705
0.702
0.700
0.700
0.700
0.695
0.695
0.700
0.693
0.683
0.690
0.683
0.683
0.688
0.673
0.683
0.688
0.666
0.683
0.673
0.666
0.676
0.663
0.663
0.676
0.661
0.659
0.663
0.654
0.656
0.656
0.661
0.649
0.649
0.661
0.646
0.646
0.651
0.641
0.646
0.651
0.639
0.637
0.634
0.634
0.641
0.644
0.629
0.634
0.639
0.622
0.622
0.629
0.632
0.622
0.627
0.624
0.620
0.617
0.617
0.617
0.620
0.617
0.615
0.617
0.610
0.605
0.600
0.612
0.620
0.600
0.595
0.605
0.598
0.602
0.600
0.605
0.595
0.600
0.588
0.588
0.593
0.595
0.595
0.593
0.588
0.593
0.588
0.583
0.588
0.585
0.578
0.590
0.583
0.585
0.573
0.580
0.578
0.576
0.583
0.578
0.576
0.576
0.578
0.568
0.576
0.571
0.576
0.566
0.563
0.571
0.563
0.566
0.571
0.566
0.563
0.556
0.566
0.563
0.556
0.551
0.566
0.559
0.561
0.559
0.556
0.554
0.551
0.556
0.556
0.549
0.554
0.551
0.551
0.549
0.556
0.541
0.549
0.549
0.544
0.546
0.544
0.541
0.539
0.546
0.539
0.534
0.549
0.534
0.537
0.539
0.534
0.520
0.556
0.532
0.534
0.549
0.520
0.532
0.537
0.524
0.522
0.541
0.524
0.515
0.537
0.524
0.527
0.527
0.532
0.520
0.532
0.520
0.522
0.520
0.524
0.512
0.524
0.515
0.517
0.520
0.515
0.520
0.510
0.522
0.517
0.515
0.507
0.515
0.512
0.515
0.510
0.522
0.510
0.507
0.502
0.512
0.507
0.512
0.498
0.512
0.510
0.502
0.517
0.507
0.493
0.510
0.502
0.495
0.502
0.500
0.505
0.495
0.515
0.498
0.498
0.505
0.500
0.495
0.500
0.505
0.498
0.498
0.495
0.500
0.498
0.495
0.493
0.495
0.493
0.490
0.498
0.502
0.485
0.498
0.490
0.490
0.485
0.488
0.488
0.488
0.488
0.485
0.485
0.490
0.490
0.488
0.490
0.478
0.480
0.483
0.480
0.480
0.480
0.488
0.476
0.478
0.483
0.480
0.485
0.480
0.480
0.478
0.480
0.476
0.476
0.478
0.476
0.478
0.471
0.471
0.473
0.480
0.478
0.471
0.478
0.476
0.471
0.471
0.480
0.471
0.466
0.478
0.466
0.478
0.468
0.471
0.468
0.463
0.473
0.468
0.463
0.476
0.468
0.461
0.468
0.471
0.471
0.461
0.463
0.473
0.456
0.456
0.468
0.468
0.459
0.456
0.466
0.473
0.451
0.466
0.456
0.461
0.456
0.461
0.461
0.463
0.444
0.468
0.463
0.454
0.466
0.461
0.451
0.456
0.459
0.454
0.456
0.456
0.451
0.449
0.456
0.456
0.454
0.461
0.459
0.449
0.441
0.454
0.454
0.449
0.454
0.454
0.449
0.451
0.456
0.446
0.449
0.444
0.449
0.459
0.451
0.449
0.451
0.446
0.446
0.444
0.446
0.446
0.439
0.449
0.444
0.444
0.451
0.449
0.446
0.441
0.441
0.437
0.439
0.441
0.444
0.441
0.449
0.441
0.434
0.446
0.441
0.439
0.449
0.441
0.434
0.444
0.446
0.441
0.432
0.441
0.439
0.439
0.446
0.444
0.434
0.439
0.432
0.439
0.434
0.441
0.432
0.437
0.437
0.439
0.432
0.437
0.437
0.441
0.427
0.439
0.439
0.432
0.432
0.437
0.437
0.429
0.441
0.434
0.429
0.432
0.429
0.434
0.434
0.432
0.434
0.432
0.432
0.432
0.432
0.441
0.434
0.424
0.432
0.434
0.415
0.429
0.427
0.424
0.427
0.439
0.424
0.424
0.432
0.427
0.424
0.432
0.427
0.422
0.429
0.424
0.422
0.424
0.434
0.427
0.424
0.432
0.415
0.422
0.427
0.420
0.432
0.427
0.420
0.422
0.420
0.422
0.422
0.424
0.412
0.424
0.420
0.417
0.422
0.422
0.415
0.427
0.424
0.417
0.424
0.415
0.415
0.415
0.429
0.420
0.422
0.420
0.420
0.420
0.415
0.420
0.415
0.412
0.424
0.415
0.415
0.417
0.420
0.415
0.420
0.415
0.412
0.417
0.420
0.412
0.407
0.422
0.417
0.415
0.415
0.412
0.410
0.412
0.415
0.410
0.417
0.420
0.415
0.412
0.402
0.415
0.417
0.420
0.410
0.407
0.415
0.410
0.405
0.415
0.412
0.405
0.407
0.417
0.420
0.400
0.415
0.415
0.402
0.412
0.412
0.407
0.405
0.407
0.415
0.407
0.402
0.405
0.407
0.415
0.410
0.405
0.407
0.402
0.407
0.410
0.410
0.400
0.400
0.405
0.410
0.402
0.407
0.410
0.405
0.402
0.410
0.407
0.400
0.402
0.405
0.402
0.398
0.407
0.400
0.405
0.405
0.402
0.407
0.407
0.402
0.405
0.402
0.405
0.402
0.400
0.405
0.412
0.393
0.402
0.402
0.398
0.402
0.398
0.402
0.405
0.393
0.402
0.400
0.402
0.395
0.398
0.402
0.402
0.400
0.398
0.398
0.400
0.405
0.405
0.400
0.390
0.405
0.400
0.402
0.395
0.395
0.402
0.395
0.385
0.402
0.390
0.390
0.405
0.400
0.390
0.398
0.400
0.390
0.393
0.398
0.393
0.390
0.395
0.395
0.390
0.393
0.398
0.393
0.395
0.398
0.400
0.390
0.390
0.393
0.400
0.393
0.400
0.400
0.388
0.385
0.390
0.393
0.388
0.393
0.393
0.383
0.393
0.395
0.388
0.388
0.400
0.390
0.380
0.400
0.380
0.398
0.393
0.393
0.385
0.388
0.395
0.378
0.410
0.378
0.393
0.385
0.395
0.390
0.395
0.390
0.378
0.402
0.378
0.398
0.390
0.383
0.388
0.385
0.390
0.380
0.398
0.371
0.388
0.398
0.368
0.398
0.380
0.390
0.376
0.390
0.378
0.398
0.388
0.376
0.393
0.373
0.398
0.376
0.395
0.373
0.398
0.393
0.373
0.393
0.383
0.395
0.368
0.390
0.373
0.388
0.388
0.373
0.390
0.376
0.383
0.371
0.393
0.371
0.388
