VC mem handle 5, phys 0xfe86f000, virt 0xb6fad000
CS 54004003 enable=1 done=1 pxldat=1 txw=1 txd=1 txe=1
-0.080
-0.083
-0.076
-0.088
-0.078
-0.083
-0.078
-0.090
-0.078
-0.085
-0.078
-0.073
-0.085
-0.083
-0.083
-0.078
-0.090
-0.073
-0.088
-0.080
-0.073
-0.083
-0.078
-0.078
-0.063
-0.088
-0.071
-0.085
-0.078
-0.085
-0.078
-0.080
-0.078
-0.071
-0.080
-0.068
-0.088
-0.071
-0.088
-0.071
-0.080
-0.076
-0.076
-0.071
-0.068
-0.083
-0.073
-0.080
-0.083
-0.071
-0.080
-0.076
-0.071
-0.076
-0.076
-0.076
-0.076
-0.076
-0.083
-0.076
-0.078
-0.080
-0.076
-0.076
-0.080
-0.071
-0.078
-0.076
-0.076
-0.071
-0.078
-0.068
-0.078
-0.076
-0.076
-0.073
-0.076
-0.073
-0.076
-0.073
-0.080
-0.073
-0.076
-0.073
-0.073
-0.071
-0.073
-0.068
-0.071
-0.071
-0.068
-0.073
-0.071
-0.071
-0.073
-0.078
-0.073
-0.068
-0.073
-0.068
-0.071
-0.071
-0.071
-0.071
-0.073
-0.071
-0.076
-0.073
-0.076
-0.066
-0.066
-0.073
-0.073
-0.066
-0.076
-0.066
-0.076
-0.071
-0.066
-0.068
-0.073
-0.066
-0.071
-0.076
-0.071
-0.071
-0.076
-0.073
-0.068
-0.073
-0.071
-0.063
-0.071
-0.068
-0.068
-0.071
-0.066
-0.071
-0.063
-0.076
-0.066
-0.071
-0.068
-0.068
-0.068
-0.068
-0.068
-0.068
-0.071
-0.071
-0.063
-0.068
-0.068
-0.068
-0.073
-0.068
-0.066
-0.068
-0.066
-0.076
-0.066
-0.068
-0.071
-0.061
-0.066
-0.073
-0.068
-0.071
-0.068
-0.076
-0.068
-0.066
-0.063
-0.071
-0.063
-0.063
-0.063
-0.066
-0.063
-0.063
-0.063
-0.056
-0.071
-0.061
-0.061
-0.061
-0.068
-0.066
-0.066
-0.063
-0.068
-0.066
-0.066
-0.063
-0.063
-0.063
-0.066
-0.066
-0.066
-0.066
-0.063
-0.071
-0.066
-0.066
-0.063
-0.066
-0.061
-0.063
-0.066
-0.066
-0.059
-0.066
-0.063
-0.063
-0.066
-0.063
-0.061
-0.063
-0.066
-0.059
-0.061
-0.061
-0.063
-0.061
-0.068
-0.059
-0.059
-0.068
-0.061
-0.061
-0.066
-0.059
-0.061
-0.066
-0.066
-0.066
-0.061
-0.059
-0.061
-0.061
-0.063
-0.061
-0.059
-0.061
-0.066
-0.063
-0.059
-0.063
-0.061
-0.059
-0.059
-0.059
-0.063
-0.063
-0.056
-0.068
-0.063
-0.063
-0.063
-0.061
-0.061
-0.063
-0.061
-0.059
-0.061
-0.063
-0.063
-0.059
-0.059
-0.056
-0.049
-0.063
-0.063
-0.066
-0.063
-0.056
-0.056
-0.063
-0.059
-0.056
-0.059
-0.061
-0.059
-0.059
-0.059
-0.059
-0.061
-0.054
-0.059
-0.061
-0.061
-0.059
-0.061
-0.061
-0.066
-0.059
-0.059
-0.056
-0.061
-0.059
-0.059
-0.059
-0.056
-0.059
-0.054
-0.056
-0.061
-0.054
-0.054
-0.063
-0.056
-0.061
-0.051
-0.054
-0.054
-0.059
-0.059
-0.054
-0.054
-0.059
-0.056
-0.063
-0.059
-0.061
-0.059
-0.056
-0.059
-0.059
-0.054
-0.054
-0.059
-0.063
-0.054
-0.056
-0.066
-0.054
-0.056
-0.054
-0.056
-0.056
-0.059
-0.056
-0.059
-0.059
-0.054
-0.054
-0.054
-0.059
-0.056
-0.049
-0.051
-0.051
-0.059
-0.063
-0.056
-0.051
-0.061
-0.059
-0.054
-0.054
-0.059
-0.051
-0.054
-0.054
-0.056
-0.059
-0.056
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.051
-0.056
-0.051
-0.054
-0.054
-0.049
-0.054
-0.056
-0.046
-0.051
-0.051
-0.059
-0.054
-0.051
-0.054
-0.054
-0.056
-0.054
-0.059
-0.054
-0.049
-0.049
-0.054
-0.054
-0.051
-0.051
-0.054
-0.051
-0.056
-0.046
-0.059
-0.049
-0.056
-0.051
-0.049
-0.051
-0.056
-0.049
-0.054
-0.051
-0.051
-0.054
-0.051
-0.051
-0.051
-0.049
-0.049
-0.054
-0.059
-0.054
-0.051
-0.054
-0.046
-0.054
-0.049
-0.054
-0.054
-0.056
-0.051
-0.051
-0.054
-0.059
-0.044
-0.051
-0.051
-0.046
-0.051
-0.049
-0.051
-0.051
-0.051
-0.049
-0.049
-0.051
-0.049
-0.054
-0.051
-0.051
-0.051
-0.049
-0.054
-0.051
-0.046
-0.051
-0.046
-0.049
-0.049
-0.046
-0.049
-0.054
-0.056
-0.054
-0.049
-0.054
-0.046
-0.046
-0.046
-0.056
-0.051
-0.046
-0.046
-0.051
-0.049
-0.051
-0.046
-0.054
-0.046
-0.046
-0.046
-0.051
-0.051
-0.051
-0.039
-0.051
-0.049
-0.049
-0.046
-0.049
-0.046
-0.049
-0.046
-0.041
-0.049
-0.054
-0.049
-0.046
-0.041
-0.054
-0.044
-0.051
-0.044
-0.046
-0.041
-0.051
-0.046
-0.046
-0.051
-0.046
-0.046
-0.046
-0.054
-0.046
-0.046
-0.056
-0.041
-0.049
-0.046
-0.046
-0.051
-0.039
-0.044
-0.049
-0.044
-0.044
-0.044
-0.046
-0.054
-0.044
-0.044
-0.046
-0.051
-0.046
-0.049
-0.041
-0.049
-0.046
-0.049
-0.046
-0.049
-0.044
-0.044
-0.046
-0.046
-0.049
-0.049
-0.039
-0.046
-0.049
-0.044
-0.041
-0.049
-0.049
-0.044
-0.049
-0.041
-0.046
-0.046
-0.051
-0.041
-0.044
-0.046
-0.044
-0.046
-0.046
-0.039
-0.041
-0.041
-0.046
-0.044
-0.046
-0.037
-0.046
-0.044
-0.046
-0.041
-0.041
-0.037
-0.041
-0.049
-0.046
-0.044
-0.039
-0.046
-0.041
-0.046
-0.049
-0.044
-0.039
-0.044
-0.044
-0.039
-0.046
-0.046
-0.049
-0.046
-0.044
-0.046
-0.046
-0.041
-0.044
-0.049
-0.041
-0.039
-0.041
-0.041
-0.046
-0.041
-0.044
-0.039
-0.037
-0.044
-0.044
-0.044
-0.041
-0.044
-0.044
-0.049
-0.046
-0.049
-0.041
-0.041
-0.044
-0.051
-0.039
-0.041
-0.049
-0.044
-0.044
-0.046
-0.044
-0.039
-0.039
-0.041
-0.039
-0.049
-0.041
-0.049
-0.044
-0.046
-0.046
-0.037
-0.041
-0.044
-0.039
-0.044
-0.037
-0.032
-0.041
-0.044
-0.044
-0.049
-0.044
-0.039
-0.039
-0.046
-0.041
-0.041
-0.044
-0.041
-0.041
-0.044
-0.044
-0.037
-0.044
-0.041
-0.044
-0.041
-0.044
-0.037
-0.049
-0.044
-0.044
-0.039
-0.041
-0.037
-0.049
-0.041
-0.039
-0.039
-0.041
-0.041
-0.039
-0.039
-0.039
-0.041
-0.041
-0.046
-0.044
-0.041
-0.041
-0.044
-0.041
-0.046
-0.041
-0.037
-0.039
-0.039
-0.046
-0.044
-0.041
-0.039
-0.044
-0.039
-0.044
-0.044
-0.037
-0.041
-0.039
-0.037
-0.044
-0.039
-0.046
-0.041
-0.041
-0.039
-0.044
-0.041
-0.046
-0.039
-0.037
-0.039
-0.037
-0.039
-0.046
-0.039
-0.041
-0.041
-0.037
-0.044
-0.041
-0.039
-0.034
-0.039
-0.041
