VC mem handle 5, phys 0xfe86f000, virt 0xb6fe3000
CS 54004003 enable=1 done=1 pxldat=1 txw=1 txd=1 txe=1
0.549
0.539
0.544
0.544
0.539
0.529
0.532
0.532
0.532
0.532
0.520
0.524
0.517
0.507
0.524
0.520
0.510
0.505
0.500
0.495
0.493
0.495
0.498
0.488
0.490
0.502
0.488
0.485
0.488
0.485
0.480
0.480
0.480
0.480
0.480
0.473
0.471
0.471
0.476
0.461
0.461
0.463
0.471
0.456
0.461
0.454
0.463
0.449
0.446
0.456
0.454
0.437
0.446
0.454
0.461
0.439
0.449
0.456
0.441
0.444
0.437
0.432
0.434
0.432
0.441
0.432
0.432
0.439
0.434
0.422
0.432
0.424
0.424
0.422
0.432
0.424
0.427
0.422
0.415
0.420
0.420
0.405
0.405
0.420
0.420
0.407
0.410
0.417
0.407
0.417
0.412
0.407
0.402
0.405
0.405
0.407
0.400
0.407
0.393
0.407
0.405
0.400
0.400
0.405
0.383
0.398
0.393
0.398
0.398
0.393
0.393
0.388
0.393
0.378
0.393
0.390
0.398
0.380
0.388
0.380
0.385
0.393
0.380
0.388
0.383
0.383
0.371
0.383
0.368
0.383
0.373
0.373
0.395
0.368
0.373
0.371
0.376
0.378
0.368
0.371
0.366
0.393
0.361
0.368
0.378
0.373
0.363
0.363
0.368
0.354
0.368
0.366
0.363
0.363
0.363
0.361
0.361
0.361
0.366
0.359
0.361
0.359
0.363
0.361
0.371
0.359
0.363
0.361
0.351
0.361
0.359
0.349
0.349
0.361
0.351
0.359
0.359
0.356
0.356
0.359
0.344
0.349
0.349
0.359
0.349
0.346
0.346
0.337
0.341
0.349
0.351
0.346
0.346
0.346
0.351
0.341
0.341
0.341
0.351
0.344
0.346
0.349
0.339
0.334
0.346
0.337
0.341
0.346
0.339
0.339
0.332
0.334
0.344
0.341
0.337
0.339
0.349
0.339
0.329
0.334
0.339
0.334
0.339
0.339
0.332
0.327
0.332
0.329
0.339
0.334
0.332
0.337
0.334
0.329
0.332
0.332
0.334
0.327
0.332
0.341
0.322
0.334
0.334
0.327
0.329
0.332
0.324
0.312
0.317
0.322
0.327
0.332
0.327
0.320
0.332
0.322
0.327
0.324
0.317
0.324
0.327
0.324
0.320
0.312
0.327
0.324
0.322
0.322
0.320
0.327
0.324
0.317
0.322
0.324
0.317
0.327
0.327
0.320
0.312
0.317
0.312
0.312
0.327
0.322
0.317
0.320
0.307
0.322
0.312
0.312
0.320
0.312
0.312
0.317
0.310
0.315
0.307
0.310
0.322
0.312
0.317
0.310
0.317
0.310
0.307
0.315
0.305
0.312
0.320
0.310
0.305
0.307
0.310
0.307
0.310
0.307
0.315
0.305
0.310
0.312
0.317
0.310
0.310
0.310
0.315
0.298
0.307
0.307
0.307
0.310
0.305
0.302
0.307
0.310
0.307
0.307
0.307
0.295
0.305
0.310
0.307
0.312
0.305
0.310
0.312
0.305
0.300
0.302
0.300
0.302
0.298
0.300
0.305
0.298
0.300
0.300
0.300
0.302
0.302
0.305
0.305
0.310
0.317
0.295
0.305
0.300
0.295
0.300
0.298
0.300
0.300
0.295
0.295
0.302
0.302
0.300
0.302
0.302
0.293
0.298
0.298
0.305
0.305
0.305
0.295
0.300
0.293
0.293
0.295
0.298
0.290
0.295
0.293
0.298
0.295
0.295
0.295
0.300
0.298
0.293
0.293
0.300
0.300
0.295
0.295
0.300
0.298
0.295
0.290
0.290
0.295
0.295
0.293
0.298
0.293
0.293
0.285
0.300
0.293
0.293
0.295
0.298
0.285
0.288
0.293
0.293
0.288
0.288
0.290
0.293
0.290
0.280
0.283
0.288
0.293
0.288
0.295
0.285
0.290
0.290
0.290
0.295
0.295
0.290
0.293
0.283
0.283
0.285
0.288
0.290
0.293
0.298
0.293
0.285
0.280
0.288
0.280
0.288
0.276
0.285
0.283
0.278
0.290
0.285
0.288
0.285
0.285
0.285
0.293
0.288
0.283
0.283
0.283
0.290
0.283
0.283
0.283
0.283
0.280
0.273
0.288
0.288
0.288
0.288
0.276
0.285
0.290
0.283
0.285
0.290
0.283
0.283
0.283
0.283
0.280
0.278
0.278
0.280
0.280
0.276
0.283
0.283
0.288
0.285
0.288
0.283
0.285
0.278
0.276
0.285
0.288
0.283
0.280
0.280
0.278
0.280
0.268
0.271
0.283
0.283
0.278
0.278
0.268
0.283
0.278
0.283
0.276
0.276
0.285
0.280
0.283
0.278
0.278
0.278
0.276
0.278
0.280
0.278
0.268
0.278
0.280
0.278
0.276
0.283
0.280
0.278
0.278
0.278
0.278
0.283
0.278
0.278
0.280
0.278
0.276
0.276
0.273
0.278
0.273
0.280
0.280
0.278
0.278
0.268
0.276
0.278
0.266
0.276
0.280
0.276
0.278
0.276
0.276
0.285
0.278
0.271
0.271
0.271
0.276
0.276
0.268
0.276
0.276
0.285
0.271
0.268
0.271
0.268
0.273
0.276
0.273
0.273
0.273
0.288
0.280
0.273
0.273
0.266
0.266
0.268
0.261
0.268
0.273
0.268
0.271
0.273
0.266
0.273
0.276
0.268
0.273
0.276
0.276
0.268
0.266
0.273
0.271
0.273
0.276
0.266
0.268
0.280
0.261
0.263
0.271
0.263
0.271
0.268
0.271
0.268
0.268
0.273
0.271
0.268
0.271
0.273
0.271
0.266
0.268
0.259
0.273
