VC mem handle 5, phys 0xfe86f000, virt 0xb6ef3000
CS 54004003 enable=1 done=1 pxldat=1 txw=1 txd=1 txe=1
-0.015
-0.022
-0.022
-0.024
-0.022
-0.020
-0.020
-0.017
-0.020
-0.027
-0.020
-0.022
-0.017
-0.022
-0.024
-0.027
-0.020
-0.020
-0.024
-0.022
-0.024
-0.022
-0.024
-0.017
-0.020
-0.022
-0.022
-0.022
-0.022
-0.024
-0.024
-0.022
-0.022
-0.022
-0.027
-0.027
-0.022
-0.024
-0.022
-0.024
-0.024
-0.024
-0.020
-0.029
-0.022
-0.020
-0.017
-0.020
-0.020
-0.020
-0.015
-0.020
-0.027
-0.020
-0.020
-0.022
-0.020
-0.020
-0.027
-0.022
-0.022
-0.024
-0.027
-0.022
-0.022
-0.024
-0.015
-0.022
-0.020
-0.020
-0.012
-0.024
-0.015
-0.027
-0.017
-0.015
-0.020
-0.027
-0.022
-0.024
-0.024
-0.017
-0.027
-0.027
-0.020
-0.020
-0.020
-0.017
-0.024
-0.020
-0.027
-0.022
-0.015
-0.022
-0.022
-0.020
-0.017
-0.022
-0.022
-0.020
-0.022
-0.027
-0.027
-0.020
-0.017
-0.022
-0.022
-0.022
-0.024
-0.020
-0.024
-0.012
-0.020
-0.022
-0.015
-0.020
-0.022
-0.015
-0.022
-0.017
-0.015
-0.027
-0.022
-0.017
-0.024
-0.020
-0.020
-0.027
-0.020
-0.017
-0.027
-0.022
-0.022
-0.020
-0.010
-0.015
-0.022
-0.022
-0.022
-0.017
-0.017
-0.020
-0.020
-0.022
-0.020
-0.015
-0.024
-0.022
-0.022
-0.022
-0.020
-0.027
-0.022
-0.017
-0.020
-0.022
-0.022
-0.024
-0.020
-0.022
-0.024
-0.017
-0.020
-0.020
-0.020
-0.022
-0.015
-0.022
-0.022
-0.024
-0.024
-0.022
-0.034
-0.015
-0.022
-0.024
-0.020
-0.020
-0.012
-0.012
-0.017
-0.022
-0.015
-0.022
-0.020
-0.017
-0.022
-0.022
-0.015
-0.022
-0.020
-0.020
-0.022
-0.022
-0.027
-0.012
-0.020
-0.022
-0.015
-0.015
-0.020
-0.020
-0.015
-0.010
-0.012
-0.022
-0.022
-0.015
-0.017
-0.022
-0.012
-0.020
-0.022
-0.022
-0.024
-0.020
-0.017
-0.022
-0.022
-0.020
-0.020
-0.012
-0.024
-0.012
-0.017
-0.022
-0.020
-0.015
-0.017
-0.017
-0.024
-0.015
-0.017
-0.020
-0.022
-0.020
-0.012
-0.020
-0.024
-0.015
-0.012
-0.022
-0.015
-0.022
-0.017
-0.015
-0.017
-0.020
-0.017
-0.017
-0.017
-0.017
-0.012
-0.020
-0.017
-0.024
-0.024
-0.010
-0.020
-0.027
-0.022
-0.022
-0.020
-0.022
-0.022
-0.010
-0.015
-0.015
-0.024
-0.015
-0.015
-0.027
-0.012
-0.012
-0.015
-0.020
-0.020
-0.015
-0.022
-0.020
-0.020
-0.024
-0.017
-0.017
-0.020
-0.020
-0.017
-0.015
-0.020
-0.022
-0.010
-0.020
-0.022
-0.022
-0.012
-0.012
-0.015
-0.015
-0.015
-0.017
-0.024
-0.022
-0.010
-0.024
-0.024
-0.017
-0.020
-0.007
-0.022
-0.015
-0.005
-0.022
-0.020
-0.015
-0.017
-0.012
-0.020
-0.005
-0.049
-0.005
-0.012
-0.020
-0.015
-0.017
-0.020
-0.037
-0.007
-0.032
0.000
-0.015
-0.017
-0.012
-0.002
-0.017
-0.005
-0.020
-0.049
0.002
-0.005
-0.010
-0.049
-0.005
-0.032
-0.005
-0.007
-0.041
-0.039
-0.005
-0.015
-0.044
0.000
-0.039
0.002
-0.022
-0.020
-0.044
0.012
-0.015
-0.041
0.000
-0.037
0.005
-0.012
-0.029
-0.041
0.010
-0.020
-0.051
-0.005
-0.034
0.000
-0.010
-0.020
-0.039
0.002
0.000
-0.046
0.002
-0.041
0.015
-0.015
-0.015
-0.051
-0.032
0.015
-0.039
0.000
-0.041
0.007
-0.007
-0.015
-0.017
-0.044
-0.007
-0.044
0.000
-0.034
0.010
-0.012
-0.005
-0.022
0.012
-0.024
-0.046
0.000
-0.039
0.024
-0.044
0.010
-0.039
0.007
0.002
-0.049
-0.007
-0.027
0.002
-0.044
0.010
-0.027
-0.027
0.015
0.017
-0.015
-0.051
0.005
-0.046
0.005
0.002
-0.039
-0.029
0.012
0.012
-0.054
0.005
-0.034
-0.032
0.007
0.007
-0.044
-0.017
0.012
-0.039
0.012
0.010
-0.039
-0.032
0.007
0.020
-0.037
0.010
-0.034
-0.029
0.007
0.010
-0.049
-0.029
0.007
-0.041
0.005
0.010
-0.041
-0.032
0.017
0.015
-0.032
0.010
-0.046
-0.024
0.017
0.020
-0.037
-0.029
0.007
-0.039
-0.059
2.363
2.027
2.002
1.922
1.759
1.659
1.595
1.524
1.437
1.361
1.293
1.244
1.173
1.112
1.078
1.022
0.978
0.920
0.905
0.854
0.820
0.795
0.773
0.776
0.724
0.700
0.702
0.663
0.644
0.617
0.598
0.580
0.559
0.544
0.527
0.512
0.493
0.480
0.471
0.463
0.446
0.439
0.429
0.417
0.417
0.380
0.376
0.380
0.356
0.349
0.349
0.346
0.339
0.337
0.327
0.317
0.324
0.324
0.312
0.317
0.312
0.300
0.300
0.295
0.290
0.293
0.290
0.295
0.288
0.290
0.285
0.290
0.295
0.288
0.293
0.283
0.288
0.288
0.273
0.271
0.285
0.280
0.283
0.268
0.271
0.271
0.263
0.266
0.266
0.259
0.261
0.259
0.263
0.268
0.249
0.246
0.244
0.254
0.251
0.249
0.249
0.244
0.246
0.241
0.239
0.241
0.244
0.241
0.239
0.234
0.237
0.234
0.234
0.239
0.234
0.232
0.239
0.224
0.237
0.237
0.232
0.241
0.237
0.232
0.241
0.239
0.224
0.232
0.229
0.229
0.234
0.237
0.229
0.224
0.229
0.215
0.229
0.224
0.227
0.232
0.224
0.234
0.217
0.239
0.212
0.229
0.212
0.222
0.227
0.207
0.234
0.217
0.229
0.207
0.229
0.207
0.217
0.207
0.210
0.222
0.215
0.224
0.200
0.229
0.207
0.210
0.217
0.220
0.207
0.217
0.210
0.215
0.224
0.210
0.207
0.210
0.210
0.210
0.212
0.212
0.210
0.215
0.207
0.205
0.215
0.215
0.210
0.210
0.217
0.217
0.207
0.212
0.210
0.207
0.215
0.200
0.202
0.207
0.207
0.210
0.217
0.195
0.198
0.207
0.207
0.202
0.205
0.202
0.200
0.205
0.205
0.212
0.202
0.205
0.207
0.205
0.198
0.205
0.200
0.202
0.205
0.198
0.198
0.202
0.193
0.202
0.205
0.200
0.200
0.205
0.200
0.202
0.200
0.198
0.198
0.205
0.202
0.200
0.207
0.195
0.193
0.193
0.198
0.200
0.200
0.200
0.193
0.200
0.207
0.198
0.200
0.200
0.195
0.198
0.195
0.200
0.198
0.193
0.202
0.205
0.195
0.195
0.188
0.200
0.195
0.195
0.193
0.190
0.193
0.188
0.193
0.198
0.195
0.193
0.195
0.195
0.202
0.185
0.195
0.198
0.195
0.198
0.195
0.195
0.193
0.188
0.185
0.190
0.190
0.193
0.190
0.195
0.198
0.195
0.183
0.195
0.195
0.198
0.195
0.190
0.185
0.190
0.190
0.188
0.193
0.185
0.180
0.185
0.185
0.188
0.190
0.188
0.185
0.188
0.188
0.185
0.190
0.193
0.195
0.185
0.190
0.198
0.185
0.190
0.190
0.190
0.185
0.183
0.185
0.188
0.178
0.185
0.188
0.188
0.188
0.183
0.188
0.185
0.183
0.190
0.188
0.190
0.190
0.190
0.180
0.180
0.188
0.185
0.185
0.185
0.185
0.188
0.185
0.176
0.188
0.180
0.183
0.185
0.185
0.185
0.180
0.183
0.185
0.188
0.190
0.185
0.188
0.183
0.180
0.185
0.185
0.185
0.180
0.180
0.176
0.183
0.185
0.178
0.180
0.185
0.188
0.185
0.185
0.183
0.176
0.178
0.185
0.188
0.183
0.188
0.188
0.180
0.183
0.178
0.173
0.178
0.190
0.180
0.176
0.183
0.183
0.180
0.185
0.178
0.188
0.185
0.163
0.180
0.188
0.185
0.183
0.178
0.176
0.178
0.178
0.185
0.178
0.178
0.180
0.176
0.180
0.180
0.180
0.183
0.180
0.185
0.185
0.180
0.183
0.185
0.180
0.183
0.180
0.183
0.176
0.180
0.173
0.173
0.180
0.178
0.178
0.183
0.171
0.180
0.178
0.178
0.188
0.178
0.176
0.185
0.180
0.178
0.176
0.173
0.176
0.180
0.178
0.180
0.185
0.171
0.171
0.180
0.173
0.180
0.178
0.178
0.176
0.176
0.180
0.178
0.178
0.185
0.176
0.176
0.180
0.178
0.178
0.176
0.176
0.178
0.171
0.178
0.183
0.176
0.171
0.173
0.178
0.176
0.183
0.180
0.178
0.178
0.178
0.183
0.180
0.176
0.176
0.171
0.166
0.176
0.180
0.176
0.176
0.173
0.173
0.176
0.171
0.173
0.188
0.176
0.171
0.176
0.178
0.178
0.180
0.180
0.176
0.173
0.178
0.173
0.185
0.173
0.173
0.171
0.171
0.173
0.171
0.173
0.171
0.173
0.176
0.178
0.185
0.178
0.171
0.173
0.173
0.180
0.171
0.178
0.173
0.173
0.176
0.171
0.171
0.171
0.171
0.173
0.176
0.176
0.173
0.171
0.176
0.180
0.173
0.173
0.171
0.176
0.173
0.173
0.171
0.173
0.178
0.176
0.171
0.171
0.168
0.171
0.171
0.173
0.168
0.171
0.180
0.166
0.171
0.178
0.176
0.176
0.180
0.176
0.178
0.163
0.173
0.171
0.163
0.171
0.178
0.178
0.168
0.173
0.166
0.171
0.173
0.168
0.166
0.166
0.166
0.173
0.176
0.176
0.178
0.166
0.171
0.173
0.166
0.171
0.171
0.176
0.176
0.163
0.173
0.176
0.173
0.173
0.166
0.173
0.171
0.173
0.173
0.180
0.171
0.178
0.171
0.176
0.171
0.176
0.173
0.171
0.168
0.168
0.166
0.171
0.166
0.168
0.166
0.163
0.171
0.176
0.168
0.173
0.176
0.171
0.178
0.171
0.178
0.171
0.171
0.176
0.173
0.176
0.171
0.171
0.168
0.171
0.178
0.163
0.171
0.176
0.166
0.173
0.166
0.176
0.173
0.163
0.176
0.168
0.166
0.171
0.168
0.166
0.178
0.168
0.168
0.166
0.161
0.173
0.173
0.166
0.171
0.166
0.178
0.161
0.180
0.166
0.171
0.171
0.176
0.178
0.168
0.166
0.173
0.171
0.168
0.171
0.171
0.163
0.156
0.171
0.173
0.173
0.166
0.161
0.168
0.173
0.166
0.171
0.173
0.171
0.163
0.171
0.171
0.163
0.171
0.166
0.173
0.171
0.171
0.168
0.176
0.163
0.176
0.161
0.163
0.168
0.166
0.166
0.161
0.166
0.166
0.173
0.173
0.166
0.171
0.166
0.166
0.171
0.166
0.171
0.166
0.161
0.168
0.161
0.161
0.171
0.171
0.166
0.166
0.171
0.176
0.161
0.168
0.168
0.171
0.173
0.171
0.166
0.166
0.166
0.161
0.159
0.171
0.168
0.168
0.168
0.154
0.166
0.166
0.166
0.171
0.171
0.163
0.163
0.163
0.173
0.166
0.168
0.171
0.171
0.171
0.166
0.166
0.161
0.159
0.168
0.166
0.171
0.168
0.161
0.166
0.171
0.166
0.168
0.171
0.168
0.166
0.166
0.168
0.166
0.171
0.166
0.161
0.166
0.159
0.166
0.166
0.168
0.166
0.166
0.166
0.163
0.166
0.171
0.163
0.166
0.166
0.171
0.171
0.168
0.166
0.171
0.166
0.163
0.168
0.171
0.171
0.156
0.159
0.171
0.163
0.166
0.161
0.163
0.171
0.159
0.156
0.173
0.173
0.166
0.173
0.171
0.159
0.161
0.161
0.173
0.166
0.161
0.168
0.171
0.163
0.166
0.159
0.161
0.166
0.161
0.166
0.168
0.161
0.168
0.168
0.171
0.168
0.171
0.161
0.154
0.173
0.171
0.161
0.168
0.161
0.163
0.171
0.161
0.159
0.166
0.168
0.166
0.168
0.166
0.156
0.161
0.166
0.166
0.168
0.166
0.163
0.163
0.168
0.166
0.163
0.159
0.166
0.161
0.166
0.166
0.163
0.159
0.171
0.168
0.161
0.163
0.159
0.168
0.168
0.166
0.166
0.168
0.166
0.168
0.163
0.166
0.161
0.161
0.159
0.161
0.171
0.166
0.161
0.159
0.166
0.166
0.159
0.166
0.166
0.163
0.166
0.156
0.163
0.168
0.163
0.159
0.166
0.166
0.156
0.163
0.166
0.163
0.163
0.161
0.163
0.163
0.159
0.171
0.161
0.171
0.171
0.168
0.166
0.159
0.163
0.166
0.168
0.168
0.166
0.159
0.161
0.161
0.163
0.159
0.159
0.163
0.156
0.166
0.161
0.159
0.168
0.163
0.161
0.166
0.161
0.168
0.163
0.159
0.168
0.166
0.163
0.163
0.168
0.161
0.156
0.161
0.163
0.166
0.163
0.168
0.161
0.166
0.161
0.166
0.166
0.163
0.171
0.163
0.163
0.168
0.166
0.159
0.154
0.161
0.156
0.161
0.161
0.159
0.159
0.161
0.166
0.168
0.159
0.161
0.166
0.166
0.159
0.163
0.171
0.163
0.166
0.171
0.156
0.156
0.161
0.166
0.163
0.161
0.166
0.163
0.154
0.166
0.166
0.161
0.161
0.154
0.161
0.168
0.156
0.166
0.161
0.166
0.166
0.163
0.161
0.156
0.156
0.161
0.168
0.166
0.159
0.163
0.161
0.161
0.161
0.163
0.161
0.161
0.163
0.168
0.163
0.163
0.161
0.161
0.166
0.166
