VC mem handle 5, phys 0xfe86f000, virt 0xb6f0a000
CS 54000000 txw=1 txd=1 txe=1
0.005
0.010
0.005
0.015
0.012
0.007
0.005
0.015
0.015
0.017
0.010
0.012
0.015
0.010
0.010
0.012
0.015
0.015
0.012
0.015
0.000
0.015
0.007
0.012
0.002
0.015
0.020
0.005
0.010
0.010
0.012
0.017
0.005
0.010
0.022
0.012
0.015
0.010
0.015
0.007
0.010
0.012
0.010
0.010
0.005
0.012
0.005
0.015
0.010
0.010
0.010
0.010
0.005
0.015
0.005
0.012
0.015
0.015
0.010
0.010
0.007
0.012
0.012
0.017
0.005
0.012
0.017
0.012
0.007
0.015
0.005
0.007
0.012
0.022
0.007
0.017
0.015
0.005
0.012
0.015
0.012
0.007
0.010
0.015
0.007
0.015
0.012
0.000
0.020
0.005
0.012
0.007
0.012
0.010
0.027
0.005
0.017
0.007
0.017
0.007
0.017
0.012
0.015
0.005
0.015
0.015
0.012
0.012
0.007
0.012
0.000
0.005
0.007
0.010
0.020
0.012
0.010
0.017
0.002
0.010
0.020
0.015
0.020
0.012
0.007
0.007
0.017
0.007
0.007
0.007
0.020
0.005
0.005
0.012
0.012
0.020
0.015
0.012
0.012
0.007
0.012
0.020
0.017
0.010
0.005
0.012
0.012
0.007
0.015
0.002
0.010
0.015
0.007
0.015
0.010
0.005
0.007
0.017
0.015
0.007
0.017
0.010
0.012
0.010
0.017
0.010
0.010
0.017
0.007
0.012
0.017
0.005
0.007
0.010
0.010
0.010
0.012
0.017
0.000
0.010
0.022
0.010
0.012
0.017
0.012
0.007
0.012
0.015
0.012
0.010
0.012
0.007
0.020
0.005
0.020
0.005
0.022
0.005
0.012
0.002
0.015
0.007
0.012
0.005
0.024
0.005
0.024
0.002
0.007
0.017
0.015
0.005
0.020
0.015
0.020
0.012
0.010
0.010
0.007
0.010
0.015
0.007
0.020
0.007
0.010
0.012
0.010
0.015
0.002
0.012
0.015
0.005
0.020
0.015
0.010
0.005
0.017
0.012
-0.002
0.012
0.010
0.002
0.027
0.005
0.015
0.015
0.002
0.020
0.007
0.015
0.017
0.007
0.007
0.015
0.017
0.015
0.012
0.007
0.017
0.015
0.007
0.007
0.010
0.007
0.027
0.007
0.010
0.015
0.015
0.017
0.020
0.012
0.015
0.005
0.017
0.005
0.017
0.015
0.015
0.012
0.005
0.012
0.017
0.010
0.017
0.007
0.015
0.020
0.002
0.027
0.010
0.017
0.012
0.015
0.010
0.024
0.010
0.015
0.007
0.007
0.020
0.005
0.015
0.010
0.017
0.005
0.012
0.012
0.020
0.002
0.007
0.020
0.012
0.012
0.027
0.015
0.005
0.012
0.007
0.012
0.012
0.017
0.012
0.005
0.015
0.024
0.005
0.020
0.007
0.010
0.020
0.002
0.015
0.022
0.015
0.020
0.002
0.017
0.007
0.010
0.010
0.020
0.002
0.024
0.010
0.020
0.007
0.007
0.012
0.017
0.012
0.010
0.010
0.012
0.012
0.015
0.024
0.010
0.020
0.007
0.017
0.020
0.015
0.002
0.012
0.020
0.012
0.007
0.010
0.015
0.002
0.017
0.015
0.010
0.017
0.007
0.020
0.005
0.020
0.015
0.010
0.020
0.010
0.012
0.020
-0.002
0.022
0.007
0.022
0.015
0.015
0.010
0.015
0.005
0.029
0.005
0.027
0.000
0.015
0.024
0.012
0.007
0.032
0.000
0.022
-0.002
0.012
0.012
0.022
0.005
0.024
-0.007
0.032
-0.007
0.024
0.012
0.015
-0.010
0.027
0.056
0.007
0.068
-0.007
0.022
0.000
0.056
-0.005
0.015
-0.002
0.034
2.522
2.254
2.254
2.268
2.259
2.266
2.261
2.268
2.259
2.266
2.261
2.259
2.261
2.261
2.259
2.266
2.263
2.273
2.251
2.261
2.266
2.266
2.271
2.424
2.434
2.456
2.456
2.449
2.456
2.454
2.463
2.463
2.461
2.459
2.459
2.466
2.461
2.466
2.471
2.468
2.466
2.463
2.471
2.463
2.471
2.422
2.351
2.339
2.344
2.344
2.341
2.339
2.337
2.332
2.344
2.337
2.334
2.327
2.322
2.322
2.329
2.317
2.320
2.324
2.320
2.310
2.324
2.317
2.393
2.417
2.417
2.410
2.412
2.427
2.417
2.422
2.429
2.407
2.429
2.437
2.432
2.429
2.437
2.432
2.420
2.444
2.434
2.424
2.427
2.427
2.427
2.380
2.366
2.371
2.366
2.366
2.366
2.356
2.361
2.366
2.359
2.363
2.351
2.351
2.339
2.337
2.341
2.341
2.344
2.341
2.337
2.344
2.341
2.368
2.385
2.383
2.390
2.395
2.405
2.402
2.400
2.407
2.405
2.412
2.402
2.402
2.417
2.410
2.410
2.420
2.420
2.424
2.412
2.420
2.410
2.432
2.395
2.371
2.376
2.383
2.385
2.356
2.385
2.361
2.378
2.376
2.366
2.363
2.361
2.363
2.356
2.349
2.356
2.354
2.351
2.354
2.349
2.354
2.356
2.383
2.380
2.388
2.383
2.388
2.388
2.398
2.385
2.402
2.388
2.400
2.400
2.400
2.405
2.402
2.402
2.398
2.405
2.415
2.400
2.410
2.407
2.407
2.390
2.393
2.383
2.371
2.390
2.385
2.383
2.385
2.373
2.373
2.373
2.363
2.363
2.368
2.363
2.363
2.371
2.363
2.363
2.361
2.366
2.368
2.371
2.376
2.380
2.376
2.388
2.385
2.385
2.388
2.383
2.385
2.393
2.385
2.395
2.390
2.407
2.400
2.395
2.402
2.402
2.395
2.410
2.395
2.398
2.398
2.390
2.390
2.383
2.383
2.378
2.376
2.390
2.378
2.376
2.373
2.371
2.378
2.378
2.378
2.373
2.366
2.376
2.366
2.363
2.371
2.376
2.376
2.373
2.378
2.388
2.378
2.383
2.383
2.388
2.393
2.385
2.378
2.390
2.383
2.393
2.388
2.395
2.395
2.393
2.398
2.390
2.385
2.388
2.395
2.393
2.388
2.390
2.383
2.385
2.390
2.385
2.376
2.385
2.376
2.378
2.371
2.383
2.380
2.376
2.385
2.380
2.378
2.378
2.368
2.376
2.373
2.373
2.383
2.380
2.380
2.388
2.380
2.376
2.373
2.378
2.376
2.378
2.383
2.378
2.383
2.380
2.390
2.385
2.393
2.388
2.393
2.385
2.390
2.385
2.393
2.393
2.393
2.380
2.390
2.383
2.393
2.380
2.385
2.378
2.383
2.380
2.385
2.376
2.385
2.376
2.378
2.383
2.376
2.368
2.378
2.376
2.373
2.376
2.380
2.378
2.373
2.378
2.371
2.383
2.378
2.373
2.385
2.378
2.383
2.380
2.385
2.371
2.385
2.388
2.383
2.393
2.388
2.380
2.388
2.385
2.388
2.395
2.378
2.385
2.388
2.385
2.388
2.383
2.385
2.380
2.390
2.383
2.383
2.380
2.378
2.383
2.371
2.380
2.378
2.373
2.373
2.376
2.378
2.380
2.373
2.378
2.378
2.378
2.373
2.378
2.385
2.380
2.378
2.388
2.393
2.380
2.378
2.383
2.383
2.383
2.385
2.388
2.385
2.388
2.383
2.388
2.385
2.380
2.378
2.385
2.380
2.383
2.378
2.385
2.390
2.380
2.380
2.385
2.380
2.378
2.380
2.380
2.380
2.378
2.378
2.380
2.376
2.383
2.378
2.371
2.376
2.380
2.385
2.380
2.388
2.388
2.376
2.388
2.380
2.388
2.380
2.380
2.373
2.385
2.385
2.385
2.376
2.385
2.383
2.376
2.383
2.378
2.388
2.380
2.383
2.383
2.388
2.380
2.380
2.380
2.393
2.383
2.385
2.383
2.385
2.380
2.376
2.383
2.383
2.376
2.385
2.383
2.378
2.378
2.373
2.388
2.378
2.385
2.390
2.371
2.383
2.385
2.378
2.383
2.388
2.378
2.376
2.373
2.383
2.380
2.383
2.378
2.380
2.388
2.378
2.378
2.380
2.383
2.385
2.378
2.383
2.385
2.380
2.388
2.388
2.376
2.383
2.383
2.378
2.385
2.390
2.383
2.390
2.388
2.378
2.373
2.380
2.385
2.383
2.378
2.380
2.383
2.378
2.378
2.366
2.390
2.383
2.378
2.378
2.378
2.383
2.383
2.378
2.378
2.376
2.388
2.388
2.383
2.378
2.378
2.380
2.388
2.388
2.388
2.380
2.390
2.383
2.393
2.376
2.373
2.380
2.388
2.376
2.376
2.383
2.383
2.380
2.385
2.368
2.385
2.380
2.380
2.378
2.380
2.380
2.378
2.380
2.383
2.383
2.376
2.388
2.378
2.373
2.376
2.383
2.380
2.380
2.378
2.383
2.385
2.383
2.376
2.390
2.373
2.388
2.383
2.380
2.378
2.388
2.380
2.388
2.371
2.385
2.378
2.373
2.385
2.385
2.376
2.380
2.376
2.378
2.385
2.388
2.376
2.390
2.383
2.373
2.378
2.388
2.378
2.388
2.380
2.383
2.383
2.378
2.380
2.390
2.378
2.378
2.371
2.371
2.388
2.380
2.380
2.380
2.371
2.385
2.380
2.378
2.383
2.380
2.378
2.383
2.380
2.385
2.383
2.376
2.383
2.376
2.383
2.383
2.378
2.388
2.380
2.373
2.388
2.378
2.388
2.378
2.388
2.378
2.373
2.376
2.390
2.390
2.393
2.373
2.383
2.378
2.380
2.380
2.383
2.373
2.385
2.376
2.380
2.383
2.383
2.373
2.378
2.378
2.378
2.388
2.380
2.380
2.383
2.380
2.378
2.385
2.383
2.385
2.380
2.373
2.378
2.378
2.383
2.388
2.380
2.376
2.385
2.378
2.383
2.390
2.378
2.376
2.385
2.380
2.385
2.373
2.385
2.378
2.380
2.385
2.383
2.373
2.383
2.376
2.371
2.385
2.378
2.378
2.390
2.378
2.380
2.380
2.378
2.378
2.388
2.378
2.378
2.378
2.385
2.378
2.383
2.385
2.380
2.380
2.378
2.383
2.380
2.378
2.385
2.376
2.385
2.378
2.380
2.380
2.373
2.383
2.383
2.378
2.383
2.383
2.380
2.383
2.380
2.371
2.376
2.368
2.383
2.383
2.378
2.383
2.378
2.380
2.385
2.385
2.376
2.383
2.388
2.383
2.380
2.385
2.378
2.385
2.383
2.383
2.383
2.378
2.368
2.378
2.383
2.383
2.378
2.376
2.376
2.378
2.378
2.383
2.385
2.380
2.380
2.383
2.383
2.385
2.380
2.378
2.380
2.383
2.376
2.378
2.380
2.380
2.383
2.376
2.383
2.378
2.376
2.380
2.371
2.383
2.383
2.383
2.385
2.378
2.383
2.383
2.376
2.380
2.380
2.378
2.376
2.388
2.378
2.376
2.383
2.378
2.378
2.388
2.376
2.385
2.383
2.378
2.383
2.380
2.385
2.380
2.373
2.390
2.385
2.385
2.388
2.373
2.383
2.380
2.380
2.373
2.380
2.385
2.383
2.380
2.380
2.385
2.385
2.378
2.380
2.385
2.368
2.368
2.380
2.388
2.388
2.378
2.378
2.380
2.373
2.380
2.380
2.373
2.380
2.376
2.383
2.383
2.380
2.376
2.383
2.380
2.373
2.373
2.380
2.378
2.385
2.380
2.385
2.376
2.383
2.378
2.383
2.388
2.383
2.373
2.376
2.380
2.383
2.378
2.385
2.376
2.380
2.378
2.380
2.385
2.378
2.380
2.380
2.371
2.385
2.380
2.378
2.378
2.383
2.373
2.373
2.378
2.385
2.383
2.383
