VC mem handle 5, phys 0xfe86f000, virt 0xb6fde000
CS 54004003 enable=1 done=1 pxldat=1 txw=1 txd=1 txe=1
0.280
0.273
0.273
0.271
0.278
0.271
0.268
0.283
0.276
0.276
0.276
0.271
0.278
0.280
0.273
0.271
0.276
0.278
0.276
0.280
0.283
0.266
0.273
0.273
0.273
0.276
0.276
0.266
0.273
0.263
0.273
0.273
0.273
0.276
0.278
0.273
0.271
0.276
0.266
0.273
0.271
0.271
0.273
0.273
0.276
0.280
0.276
0.273
0.278
0.273
0.273
0.263
0.268
0.271
0.273
0.271
0.278
0.276
0.273
0.268
0.271
0.276
0.271
0.276
0.276
0.273
0.271
0.278
0.273
0.273
0.266
0.268
0.273
0.268
0.266
0.273
0.268
0.271
0.280
0.273
0.273
0.263
0.276
0.268
0.276
0.276
0.271
0.271
0.276
0.268
0.268
0.271
0.276
0.266
0.273
0.276
0.263
0.266
0.278
0.276
0.273
0.268
0.271
0.276
0.280
0.266
0.268
0.273
0.271
0.276
0.276
0.268
0.271
0.276
0.266
0.273
0.271
0.276
0.266
0.276
0.276
0.268
0.268
0.273
0.276
0.280
0.266
0.271
0.268
0.268
0.271
0.273
0.276
0.268
0.268
0.263
0.271
0.271
0.273
0.266
0.276
0.273
0.280
0.268
0.278
0.273
0.271
0.268
0.271
0.266
0.273
0.271
0.276
0.278
0.273
0.268
0.276
0.276
0.259
0.273
0.263
0.268
0.268
0.268
0.273
0.263
0.276
0.276
0.268
0.271
0.276
0.268
0.266
0.271
0.276
0.273
0.273
0.268
0.268
0.273
0.271
0.261
0.273
0.261
0.271
0.276
0.278
0.271
0.266
0.273
0.273
0.271
0.266
0.268
0.268
0.273
0.263
0.266
0.273
0.273
0.273
0.266
0.273
0.263
0.268
0.268
0.271
0.273
0.268
0.271
0.271
0.278
0.271
0.273
0.271
0.268
0.268
0.273
0.263
0.268
0.271
0.263
0.271
0.273
0.273
0.268
0.268
0.263
0.271
0.271
0.271
0.276
0.276
0.273
0.271
0.276
0.263
0.268
0.266
0.266
0.263
0.276
0.271
0.273
0.271
0.271
0.268
0.266
0.273
0.266
0.268
0.268
0.273
0.273
0.266
0.273
0.268
0.271
0.266
0.273
0.271
0.266
0.271
0.271
0.268
0.273
0.268
0.263
0.273
0.271
0.263
0.276
0.266
0.268
0.273
0.271
0.268
0.273
0.271
0.263
0.266
0.268
0.278
0.263
0.271
0.273
0.266
0.263
0.268
0.266
0.271
0.271
0.268
0.273
0.271
0.263
0.266
0.278
0.266
0.268
0.268
0.271
0.259
0.268
0.268
0.263
0.268
0.268
0.268
0.268
0.271
0.266
0.268
0.268
0.263
0.271
0.266
0.261
0.273
0.273
0.263
0.276
0.268
0.268
0.268
0.259
0.261
0.266
0.268
0.266
0.273
0.273
0.268
0.263
0.263
0.271
0.263
0.268
0.266
0.273
0.266
0.271
0.268
0.266
0.271
0.256
0.268
0.256
0.273
0.259
0.273
0.276
0.263
0.276
0.266
0.273
0.261
0.273
0.261
0.266
0.273
0.266
0.261
0.268
0.268
0.266
0.271
0.271
0.266
0.271
0.266
0.268
0.273
0.271
0.263
0.276
0.268
0.266
0.280
0.254
0.273
0.266
0.268
0.266
0.263
0.273
0.259
0.266
0.271
0.273
0.259
0.271
0.263
0.266
0.259
0.266
0.263
0.273
0.273
0.271
0.271
0.263
0.263
0.268
0.266
0.266
0.268
0.271
0.268
0.273
0.271
0.266
0.271
0.266
0.266
0.268
0.251
0.268
0.263
0.268
0.266
0.268
0.276
0.266
0.268
0.261
0.271
0.266
0.276
0.261
0.276
0.268
0.261
0.271
0.268
0.273
0.259
0.266
0.268
0.256
0.273
0.268
0.271
0.273
0.266
0.276
0.259
0.271
0.263
0.263
0.271
0.266
0.263
0.261
0.261
0.263
0.259
0.268
0.266
0.276
0.268
0.273
0.268
0.268
0.268
0.268
0.273
0.266
0.263
0.276
0.261
0.268
0.268
0.276
0.271
0.271
0.263
0.268
0.266
0.266
0.266
0.276
0.266
0.273
-1.917
-1.888
-1.917
-1.927
-1.920
-1.771
-1.766
-1.773
-1.778
-1.773
-1.639
-1.637
-1.639
-1.644
-1.641
-1.529
-1.522
-1.522
-1.532
-1.517
-1.422
-1.420
-1.417
-1.439
-1.454
-1.378
-1.366
-1.378
-1.363
-1.349
-1.285
-1.293
-1.280
-1.266
-1.256
-1.202
-1.198
-1.202
-1.195
-1.166
-1.124
-1.122
-1.122
-1.115
-1.088
-1.051
-1.044
-1.034
-1.020
-1.005
-0.973
-0.973
-0.968
-0.951
-0.922
-0.912
-0.915
-0.898
-0.895
-0.883
-0.866
-0.861
-0.863
-0.856
-0.832
-0.822
-0.815
-0.812
-0.802
-0.795
-0.778
-0.785
-0.780
-0.773
-0.759
-0.749
-0.754
-0.756
-0.737
-0.732
-0.724
-0.724
-0.710
-0.705
-0.693
-0.685
-0.676
-0.680
-0.676
-0.654
-0.656
-0.661
-0.644
-0.639
-0.624
-0.620
-0.622
-0.612
-0.607
-0.595
-0.590
-0.585
-0.588
-0.583
-0.568
-0.568
-0.571
-0.556
-0.556
-0.546
-0.544
-0.534
-0.534
-0.534
-0.522
-0.517
-0.520
-0.520
-0.512
-0.510
-0.502
-0.502
-0.502
-0.483
-0.488
-0.485
-0.483
-0.480
-0.478
-0.478
-0.468
-0.468
-0.461
-0.459
-0.461
-0.456
-0.451
-0.451
-0.449
-0.449
-0.444
-0.437
-0.434
-0.432
-0.432
-0.424
-0.422
-0.422
-0.417
-0.412
-0.415
-0.410
-0.407
-0.390
-0.395
-0.398
-0.395
-0.390
-0.388
-0.383
-0.385
-0.388
-0.383
-0.371
-0.378
-0.363
-0.376
-0.371
-0.368
-0.368
-0.361
-0.361
-0.363
-0.354
-0.356
-0.351
-0.354
-0.344
-0.349
-0.349
-0.346
-0.346
-0.344
-0.341
-0.346
-0.334
-0.332
-0.332
-0.334
-0.327
-0.327
-0.329
-0.322
-0.320
-0.324
-0.315
-0.312
-0.320
-0.310
-0.312
-0.315
-0.305
-0.305
-0.307
-0.315
-0.310
-0.305
-0.302
-0.302
-0.300
-0.298
-0.295
-0.300
-0.298
-0.298
-0.290
-0.298
-0.295
-0.293
-0.280
-0.285
-0.280
-0.280
-0.283
-0.278
-0.278
-0.285
-0.276
-0.280
-0.280
-0.276
-0.278
-0.266
-0.268
-0.271
-0.263
-0.268
-0.263
-0.266
-0.268
-0.268
-0.266
-0.261
-0.263
-0.261
-0.254
-0.256
-0.263
-0.259
-0.251
-0.261
-0.256
-0.241
-0.256
-0.244
-0.246
-0.251
-0.244
-0.251
-0.249
-0.241
-0.246
-0.244
-0.241
-0.234
-0.241
-0.244
-0.239
-0.241
-0.239
-0.237
-0.237
-0.244
-0.227
-0.237
-0.239
-0.227
-0.237
-0.227
-0.234
-0.220
-0.229
-0.222
-0.227
-0.217
-0.224
-0.217
-0.222
-0.224
-0.220
-0.217
-0.222
-0.215
-0.215
-0.220
-0.215
-0.220
-0.222
-0.215
-0.210
-0.215
-0.212
-0.210
-0.215
-0.217
-0.207
-0.212
-0.210
-0.205
-0.212
-0.200
-0.202
-0.207
-0.210
-0.200
-0.207
-0.207
-0.200
-0.200
-0.198
-0.200
-0.202
-0.205
-0.190
-0.198
-0.198
-0.195
-0.193
-0.200
-0.195
-0.193
-0.188
-0.195
-0.193
-0.195
-0.195
-0.200
-0.195
-0.200
-0.185
-0.188
-0.188
-0.188
-0.185
-0.188
-0.188
-0.188
-0.188
-0.188
-0.183
-0.185
-0.188
-0.176
-0.183
-0.188
-0.180
-0.180
-0.183
-0.183
-0.180
-0.180
-0.178
-0.183
-0.180
-0.176
-0.176
-0.183
-0.171
-0.173
-0.183
-0.176
-0.178
-0.173
-0.168
-0.173
-0.176
-0.166
-0.168
-0.176
-0.176
-0.178
-0.173
-0.166
-0.176
-0.171
-0.168
-0.168
-0.168
-0.163
-0.156
-0.166
-0.168
-0.163
-0.161
-0.166
-0.166
-0.161
-0.171
-0.161
-0.163
-0.163
-0.171
