VC mem handle 5, phys 0xfe86f000, virt 0xb6fdf000
CS 54004003 enable=1 done=1 pxldat=1 txw=1 txd=1 txe=1
0.583
0.588
0.580
0.573
0.571
0.566
0.563
0.573
0.571
0.559
0.566
0.566
0.561
0.559
0.556
0.556
0.554
0.551
0.546
0.549
0.539
0.544
0.541
0.539
0.537
0.539
0.529
0.534
0.541
0.527
0.539
0.537
0.524
0.532
0.522
0.527
0.512
0.532
0.510
0.520
0.520
0.522
0.505
0.507
0.507
0.515
0.502
0.507
0.510
0.510
0.507
0.502
0.502
0.502
0.507
0.495
0.490
0.495
0.493
0.495
0.495
0.495
0.485
0.493
0.495
0.483
0.483
0.495
0.478
0.483
0.493
0.488
0.485
0.480
0.483
0.478
0.478
0.480
0.483
0.468
0.476
0.468
0.476
0.473
0.463
0.468
0.471
0.476
0.466
0.466
0.466
0.459
0.461
0.456
0.456
0.468
0.463
0.463
0.463
0.449
0.459
0.461
0.459
0.451
0.459
0.454
0.456
0.456
0.454
0.454
0.451
0.454
0.446
0.444
0.439
0.434
0.446
0.449
0.439
0.446
0.451
0.444
0.439
0.441
0.444
0.432
0.439
0.439
0.434
0.439
0.439
0.424
0.439
0.434
0.429
0.437
0.437
0.427
0.434
0.437
0.434
0.434
0.432
0.432
0.429
0.429
0.432
0.424
0.424
0.427
0.420
0.417
0.424
0.422
0.417
0.424
0.427
0.420
0.420
0.415
0.412
0.424
0.412
0.417
0.422
0.420
0.412
0.420
0.420
0.422
0.420
0.417
0.412
0.405
0.417
0.407
0.415
0.415
0.405
0.415
0.407
0.405
0.412
0.405
0.407
0.410
0.407
0.402
0.407
0.410
0.400
0.402
0.410
0.400
0.410
0.407
0.402
0.407
0.400
0.395
0.398
0.402
0.400
0.402
0.400
0.400
0.402
0.400
0.402
0.385
0.393
0.402
0.393
0.398
0.395
0.398
0.398
0.400
0.402
0.385
0.388
0.393
0.390
0.388
0.390
0.385
0.388
0.400
0.400
0.388
0.393
0.393
0.380
0.400
0.390
