VC mem handle 5, phys 0xfe86f000, virt 0xb6f5f000
CS FC004005 enable=1 active=1 pxldat=1 txw=1 rxr=1 txd=1 rxd=1 txe=1 rxf=1
-4.968
3.759
-4.983
-0.210
-5.000
3.134
-4.983
-0.200
-4.966
2.510
-4.983
-0.200
-4.966
2.510
-4.983
-0.200
-4.968
4.383
-4.983
-0.205
-4.968
3.759
-4.983
-0.202
-4.963
2.510
-4.983
-0.200
-4.968
1.261
-4.983
-0.202
-4.998
4.383
-4.983
-0.205
-4.963
-3.734
-4.983
-0.200
-4.968
-4.983
-4.983
-0.202
-5.000
4.383
-4.983
-0.200
-4.968
3.759
-4.983
-0.200
-4.998
4.383
-4.983
-0.200
-4.998
-4.983
-4.983
-0.195
-4.963
-4.359
-4.983
-0.198
-4.995
-4.983
-4.983
-0.202
-4.998
-3.734
-4.983
-0.198
-4.998
-3.734
-4.983
-0.200
-4.963
-4.983
-4.983
-0.200
-4.998
-4.983
-4.983
-0.198
-4.998
-4.359
-4.983
-0.198
-4.963
-2.485
-4.983
-0.200
-4.995
4.383
-4.983
-0.193
-4.988
-1.861
-4.983
-0.190
-4.993
-3.734
-4.983
-0.190
-5.000
-4.359
-4.983
-0.193
-4.985
-3.110
-4.983
-0.185
-4.998
-4.983
-4.983
-0.193
-4.988
-2.485
-4.983
-0.190
-4.995
4.383
-4.983
-0.198
-4.980
-2.485
-4.983
-0.193
-4.990
-1.861
-4.983
-0.188
-4.998
-3.734
-4.983
-0.193
-4.985
-1.237
-4.983
-0.195
-4.985
-1.861
-4.983
-0.190
-4.990
-2.485
-4.983
-0.185
-4.993
-1.861
-4.983
-0.185
-4.995
-1.237
-4.983
-0.185
-4.983
-0.612
-4.983
-0.190
-4.995
-0.612
-4.983
-0.188
-4.990
-0.612
-4.983
-0.185
-4.990
-3.734
-4.983
-0.185
-4.988
-3.110
-4.983
-0.183
-4.980
-1.861
-4.983
-0.188
-4.976
-1.237
-4.983
-0.188
-4.978
-0.612
-4.983
-0.188
-4.973
-0.612
-4.983
-0.185
-4.985
-1.237
-4.983
-0.180
-4.976
-1.237
-4.983
-0.180
-4.985
-1.861
-4.983
-0.180
-4.983
-0.612
-4.983
-0.176
-4.990
0.012
-4.983
-0.173
-4.985
1.261
-4.983
-0.173
-4.983
-0.612
-4.983
-0.190
-4.978
1.261
-4.983
-0.185
-4.980
0.637
-4.983
-0.173
-4.983
0.012
-4.983
-0.173
-4.978
0.012
-4.983
-0.183
-4.973
3.134
-4.983
-0.178
-4.976
2.510
-4.983
-0.183
-4.976
0.012
-4.983
-0.180
-4.971
1.261
-4.983
-0.180
-4.983
2.510
-4.983
-0.183
-4.976
2.510
-4.983
-0.171
-4.983
1.885
-4.983
-0.171
-4.985
2.510
-4.983
-0.178
-4.968
3.759
-4.983
-0.166
-4.978
1.261
-4.983
-0.180
-4.976
2.510
-4.983
-0.166
-4.983
-0.612
-4.983
-0.180
-4.966
1.885
-4.983
-0.166
-4.973
2.510
-4.983
-0.168
-4.973
2.510
-4.983
-0.161
-4.973
0.637
-4.983
-0.176
-4.968
3.759
-4.983
-0.168
-4.973
4.383
-4.983
-0.163
-4.978
1.885
-4.983
-0.171
-4.966
3.134
-4.983
-0.163
-4.973
1.885
-4.983
-0.171
-5.000
3.134
-4.983
-0.159
-4.971
4.383
-4.983
-0.166
-4.968
1.885
-4.983
-0.163
-4.963
3.134
-4.983
-0.159
-4.971
2.510
-4.983
-0.171
-4.995
3.134
-4.983
-0.178
-4.968
3.759
-4.983
-0.166
-4.963
3.134
-4.983
-0.163
-4.963
-4.983
-4.983
-0.156
-5.000
-4.359
-4.983
-0.163
-4.966
-3.734
-4.983
-0.176
-4.963
3.759
-4.983
-0.178
-4.963
-3.110
-4.983
-0.163
-4.995
-4.983
-4.983
-0.161
-4.971
4.383
-4.983
-0.159
-4.968
3.134
-4.983
-0.178
-4.998
-3.734
-4.983
-0.144
-4.966
3.134
-4.983
-0.156
-4.963
1.261
-4.983
-0.163
-5.000
-4.359
-4.983
-0.156
-4.995
-4.359
-4.983
-0.156
-4.963
1.885
-4.983
-0.171
-4.985
-3.734
-4.983
-0.168
-4.963
-1.237
-4.983
-0.151
-4.998
-4.359
-4.983
-0.159
-4.995
-1.861
-4.983
-0.156
-4.968
4.383
-4.983
-0.161
-4.995
-3.110
-4.983
-0.154
-4.966
-3.734
-4.983
-0.144
-4.966
3.134
-4.983
-0.154
-4.993
-3.110
-4.983
-0.159
-4.995
-1.861
-4.983
-0.156
-4.995
-3.734
-4.983
-0.156
-4.995
-4.359
-4.983
-0.156
-5.000
-2.485
-4.983
-0.161
-4.993
-3.734
-4.983
-0.156
-4.993
-3.734
-4.983
-0.168
-4.983
-2.485
-4.983
-0.154
-5.000
-4.359
-4.983
-0.156
-4.995
-1.861
-4.983
-0.161
-4.993
-2.485
-4.983
-0.163
-4.990
-1.861
-4.983
-0.156
-4.995
-1.861
-4.983
-0.146
-4.966
-1.237
-4.983
-0.156
-4.976
-3.734
-4.983
-0.151
-4.990
0.637
-4.983
-0.144
-4.993
-2.485
-4.983
-0.151
-4.998
-3.110
-4.983
-0.151
-4.990
-0.612
-4.983
-0.159
-4.985
-3.110
-4.983
-0.144
-4.988
-3.734
-4.983
-0.141
-4.988
-1.861
-4.983
-0.139
-4.993
-2.485
-4.983
-0.161
-4.978
-0.612
-4.983
-0.146
-4.993
0.012
-4.983
-0.154
-4.995
-0.612
-4.983
-0.134
-4.993
-2.485
-4.983
-0.156
-4.985
-0.612
-4.983
-0.144
-4.985
-2.485
-4.983
-0.156
-4.985
1.885
-4.983
-0.139
-4.985
-2.485
-4.983
-0.161
-4.980
0.012
-4.983
-0.141
-4.993
-3.734
-4.983
-0.151
-4.985
-0.612
-4.983
-0.137
-4.983
-0.612
-4.983
-0.139
-4.988
0.012
-4.983
-0.134
-4.990
-0.612
-4.983
-0.139
-4.978
-1.861
-4.983
-0.144
-4.985
-0.612
-4.983
-0.141
-4.971
-0.612
-4.983
-0.141
-4.983
0.637
-4.983
-0.139
-4.980
-1.861
-4.983
-0.127
-4.985
1.885
-4.983
-0.139
-4.990
-0.612
-4.983
-0.139
-4.976
0.012
-4.983
-0.134
-4.966
-1.237
-4.983
-0.129
-4.973
-0.612
-4.983
-0.144
-4.980
4.383
-4.983
-0.141
-4.978
2.510
-4.983
-0.137
-4.973
-1.861
-4.983
-0.132
-4.966
-1.237
-4.983
-0.137
-4.980
3.759
-4.983
-0.144
-4.976
-4.983
-4.983
-0.127
-4.985
-1.237
-4.983
-0.134
-4.968
0.012
-4.983
-0.151
-4.971
2.510
-4.983
-0.139
-4.963
2.510
-4.983
-0.144
-4.973
1.261
-4.983
-0.124
-4.980
-4.983
-4.983
-0.127
-4.980
3.759
-4.983
-0.134
-4.963
-1.237
-4.983
-0.149
-4.993
3.759
-4.983
-0.127
-4.995
4.383
-4.983
-0.132
-4.973
3.759
-4.983
-0.117
-4.980
0.637
-4.983
-0.120
-5.000
3.759
-4.983
-0.122
-4.971
-1.237
-4.983
-0.134
-4.963
1.885
-4.983
-0.117
-4.968
3.134
-4.983
-0.124
-4.971
-0.612
-4.983
-0.120
-5.000
4.383
-4.983
-0.122
-4.968
4.383
-4.983
-0.120
-4.985
0.637
-4.983
-0.110
-5.000
-4.983
-4.983
-0.107
-4.968
-4.983
-4.983
-0.132
-4.963
1.885
-4.983
-0.137
-4.985
-1.861
-4.983
-0.132
-4.988
0.637
-4.983
-0.105
-4.963
-3.110
-4.983
-0.120
-4.998
-4.359
-4.983
-0.117
-4.963
-1.237
-4.983
-0.124
-4.985
2.510
