VC mem handle 5, phys 0xfe86f000, virt 0xb6f2b000
CS FC004005 enable=1 active=1 pxldat=1 txw=1 rxr=1 txd=1 rxd=1 txe=1 rxf=1
-4.993
-2.485
-4.983
-0.339
-4.993
-3.110
-4.983
-0.349
-4.985
-1.237
-4.983
-0.341
-4.985
0.012
-4.983
-0.344
-4.985
-2.485
-4.983
-0.339
-4.983
-0.612
-4.983
-0.346
-4.985
-1.861
-4.983
-0.332
-4.983
0.012
-4.983
-0.337
-4.978
-0.612
-4.983
-0.334
-4.978
1.261
-4.983
-0.339
-4.980
1.885
-4.983
-0.322
-4.973
0.637
-4.983
-0.324
-4.980
0.637
-4.983
-0.329
-4.971
1.885
-4.983
-0.329
-4.971
1.261
-4.983
-0.329
-4.976
2.510
-4.983
-0.327
-4.966
1.885
-4.983
-0.327
-4.968
3.134
-4.983
-0.329
-4.968
-3.734
-4.983
-0.317
-4.976
3.134
-4.983
-0.322
-4.966
3.759
-4.983
-0.317
-4.963
1.885
-4.983
-0.320
-4.966
-4.983
-4.983
-0.320
-4.998
-4.359
-4.983
-0.322
-5.000
4.383
-4.983
-0.317
-4.995
-4.359
-4.983
-0.317
-4.963
-4.983
-4.983
-0.312
-5.000
-4.359
-4.983
-0.322
-4.966
-4.983
-4.983
-0.322
-4.998
-4.983
-4.983
-0.315
-4.993
-3.110
-4.983
-0.310
-4.993
-4.359
-4.983
-0.305
-4.995
-1.861
-4.983
-0.300
-4.963
-3.734
-4.983
-0.310
-4.988
-2.485
-4.983
-0.307
-4.988
-3.110
-4.983
-0.310
-4.985
-3.110
-4.983
-0.312
-4.990
-1.237
-4.983
-0.300
-4.993
-0.612
-4.983
-0.307
-4.988
-3.110
-4.983
-0.302
-4.985
0.012
-4.983
-0.302
-4.985
-0.612
-4.983
-0.298
-4.983
-1.237
-4.983
-0.315
-4.983
1.885
-4.983
-0.300
-4.983
-0.612
-4.983
-0.290
-4.988
0.012
-4.983
-0.293
-4.985
1.261
-4.983
-0.298
-4.976
-0.612
-4.983
-0.298
-4.976
2.510
-4.983
-0.293
-4.983
1.261
-4.983
-0.288
-4.978
-1.861
-4.983
-0.290
-4.973
1.885
-4.983
-0.298
-4.980
1.885
-4.983
-0.288
-4.973
2.510
-4.983
-0.288
-4.973
1.261
-4.983
-0.280
-4.968
2.510
-4.983
-0.280
-4.971
3.134
-4.983
-0.283
-4.973
1.885
-4.983
-0.293
-4.966
3.134
-4.983
-0.293
-4.963
4.383
-4.983
-0.283
-4.966
3.759
-4.983
-0.280
-4.971
