VC mem handle 5, phys 0xfe86f000, virt 0xb6fad000
CS 54004003 enable=1 done=1 pxldat=1 txw=1 txd=1 txe=1
0.095
0.100
0.098
0.100
0.105
0.100
0.095
0.098
0.093
0.105
0.095
0.102
0.100
0.102
0.090
0.095
0.093
0.098
0.090
0.102
0.095
0.090
0.100
0.080
0.100
0.100
0.093
0.098
0.100
0.095
0.093
0.093
0.100
0.095
0.095
0.102
0.095
0.093
0.095
0.083
0.093
0.090
0.093
0.088
0.095
0.098
0.098
0.093
0.095
0.095
0.090
0.102
0.093
0.090
0.090
0.098
0.100
0.095
0.098
0.085
0.088
0.098
0.083
0.085
0.088
0.090
0.098
0.093
0.090
0.088
0.095
0.095
0.090
0.093
0.088
0.093
0.102
0.080
0.098
0.090
0.093
0.080
0.095
0.090
0.093
0.085
0.083
0.093
0.088
0.098
0.088
0.102
0.078
0.093
0.090
0.098
0.093
0.085
0.093
0.088
0.090
0.090
0.090
0.088
0.090
0.090
0.080
0.085
0.088
0.085
0.090
0.085
0.088
0.088
0.078
0.088
0.095
0.088
0.090
0.088
0.095
0.085
0.083
0.093
0.083
0.093
0.088
0.080
0.083
0.088
0.088
0.090
0.085
0.085
0.088
0.080
0.088
0.093
0.085
0.088
0.085
0.095
0.093
0.085
0.093
0.088
0.085
0.080
0.085
0.083
0.080
0.090
0.078
0.085
0.083
0.085
0.088
0.088
0.093
0.088
0.083
0.085
0.090
0.098
0.093
0.085
0.083
0.088
0.076
0.090
0.080
0.073
0.078
0.090
0.085
0.095
0.078
0.085
0.078
0.085
0.088
0.085
0.083
0.085
0.088
0.088
0.085
0.088
0.085
0.085
0.088
0.078
0.083
0.076
0.083
0.090
0.078
0.080
0.078
0.076
0.090
0.088
0.088
0.088
0.073
0.080
0.073
0.088
0.090
0.078
0.083
0.083
0.083
0.088
0.073
0.085
0.083
0.078
0.080
0.080
0.085
0.080
0.076
0.088
0.080
0.088
0.080
0.083
0.088
0.083
0.078
0.090
0.083
0.088
0.080
0.078
0.078
0.076
0.088
0.078
0.076
0.080
0.080
0.080
0.078
0.078
0.083
0.078
0.090
0.088
0.083
0.076
0.080
0.083
0.083
0.083
0.080
0.076
0.078
0.080
0.073
0.080
0.080
0.083
0.080
0.073
0.083
0.078
0.078
0.093
0.083
0.085
0.083
0.078
0.093
0.078
0.085
0.078
0.080
0.080
0.080
0.080
0.080
0.078
0.076
0.083
0.078
0.080
0.080
0.078
0.071
0.088
0.088
0.085
0.085
0.080
0.080
0.076
0.080
0.066
0.073
0.080
0.080
0.076
0.076
0.071
0.078
0.093
0.076
0.080
0.073
0.083
0.090
0.093
0.061
0.080
0.088
0.088
0.076
0.088
0.076
0.076
0.090
0.063
0.080
0.078
0.076
0.080
0.068
0.080
0.080
0.083
0.073
0.078
0.083
0.073
0.083
0.068
0.083
0.085
0.080
0.085
0.085
0.078
0.076
0.090
0.063
0.080
0.076
0.078
0.068
0.073
0.083
0.080
0.088
0.073
0.073
0.085
0.088
0.059
0.088
0.080
0.078
0.080
0.080
0.078
0.076
0.083
0.063
0.078
0.080
0.076
0.073
0.083
0.076
0.083
0.085
0.068
0.078
0.076
0.085
0.080
0.076
0.083
0.080
0.088
0.063
0.083
0.083
0.066
0.068
0.078
0.078
0.076
0.080
0.066
0.085
0.085
0.073
0.071
0.078
0.083
0.085
0.088
0.068
0.080
0.071
0.085
0.061
0.080
0.078
0.080
0.080
0.068
0.083
0.063
0.088
0.066
0.078
0.085
0.073
0.083
0.066
0.093
0.071
0.088
0.063
0.073
0.076
0.083
0.088
0.063
0.090
0.061
0.093
0.059
0.080
0.078
0.080
0.080
0.068
0.083
0.068
0.088
0.066
0.078
0.080
0.076
0.088
0.071
0.088
0.063
0.085
0.066
0.078
0.078
0.080
0.083
0.061
0.088
0.068
0.093
0.066
0.076
0.076
0.073
0.093
0.063
0.088
0.066
0.095
0.068
0.088
0.068
0.078
0.085
0.068
0.085
0.061
0.085
0.063
0.090
0.063
0.083
0.088
0.061
0.090
0.066
0.080
0.068
0.083
0.071
0.080
0.085
0.066
0.088
0.061
0.078
0.066
0.088
0.059
0.073
0.083
0.063
0.080
0.063
0.088
0.068
0.088
0.073
0.093
0.083
0.071
0.080
0.071
0.080
0.059
0.073
0.076
0.073
0.083
0.051
0.085
0.061
0.088
0.063
0.071
0.076
0.080
0.090
0.066
0.088
0.059
0.088
0.080
0.066
0.080
0.073
0.080
0.068
0.080
0.059
0.076
0.085
0.063
0.076
0.080
0.073
0.061
0.080
0.066
0.080
0.083
0.068
0.078
0.073
0.085
0.059
0.088
0.066
0.076
0.088
0.061
0.076
0.076
0.078
0.066
0.088
0.063
0.076
0.080
0.059
0.076
0.076
0.080
0.066
0.083
0.071
0.080
0.085
0.056
0.078
0.083
0.085
0.068
0.088
0.059
0.076
0.080
0.063
0.076
0.073
0.078
0.063
0.073
0.059
0.078
0.078
0.071
0.080
0.083
0.083
0.073
0.085
0.061
0.073
0.080
0.056
0.078
0.071
0.068
0.080
0.078
0.061
0.080
0.078
0.068
0.088
0.066
0.061
0.076
0.093
0.063
0.073
0.085
0.061
0.085
0.073
0.061
0.080
