VC mem handle 5, phys 0xfe86f000, virt 0xb6fec000
CS 54004003 enable=1 done=1 pxldat=1 txw=1 txd=1 txe=1
-0.049
-0.049
-0.046
-0.049
-0.046
-0.044
-0.041
-0.049
-0.051
-0.044
-0.046
-0.049
-0.041
-0.054
-0.044
-0.046
-0.049
-0.049
-0.039
-0.046
-0.044
-0.044
-0.046
-0.039
-0.049
-0.041
-0.044
-0.044
-0.056
-0.039
-0.037
-0.041
-0.044
-0.049
-0.049
-0.046
-0.041
-0.041
-0.044
-0.054
-0.044
-0.039
-0.039
-0.046
-0.039
-0.039
-0.046
-0.037
-0.041
-0.044
-0.041
-0.039
-0.049
-0.041
-0.041
-0.041
-0.046
-0.044
-0.037
-0.034
-0.041
-0.044
-0.039
-0.032
-0.037
-0.046
-0.037
-0.044
-0.037
-0.041
-0.039
-0.041
-0.034
-0.039
-0.039
-0.054
-0.039
-0.049
-0.039
-0.041
-0.032
-0.046
-0.039
-0.039
-0.032
-0.034
-0.037
-0.039
-0.034
-0.037
-0.041
-0.037
-0.039
-0.037
-0.034
-0.039
-0.041
-0.034
-0.044
-0.034
-0.041
-0.037
-0.039
-0.037
-0.041
-0.027
-0.039
-0.032
-0.039
-0.037
-0.039
-0.039
-0.046
-0.032
-0.041
-0.037
-0.032
-0.032
-0.041
-0.041
-0.032
-0.037
-0.032
-0.037
-0.041
-0.032
-0.037
-0.034
-0.032
-0.032
-0.037
-0.032
-0.039
-0.029
-0.037
-0.034
-0.032
-0.032
-0.027
-0.039
-0.037
-0.037
-0.044
-0.039
-0.032
-0.037
-0.034
-0.039
-0.032
-0.032
-0.039
-0.034
-0.032
-0.029
-0.037
-0.027
-0.039
-0.032
-0.029
-0.037
-0.037
-0.034
-0.037
-0.032
-0.041
-0.041
-0.027
-0.037
-0.034
-0.037
-0.029
-0.034
-0.029
-0.034
-0.022
-0.034
-0.034
-0.032
-0.037
-0.037
-0.032
-0.037
-0.032
-0.034
-0.032
-0.032
-0.029
-0.034
-0.037
-0.029
-0.034
-0.027
-0.027
-0.032
-0.034
-0.032
-0.027
-0.029
-0.032
-0.029
-0.037
-0.034
-0.034
-0.039
-0.027
-0.034
-0.032
-0.034
-0.029
-0.039
-0.032
-0.027
-0.022
-0.037
-0.027
-0.037
-0.024
-0.029
-0.037
-0.024
-0.034
-0.027
-0.027
-0.027
-0.032
-0.027
-0.037
-0.032
-0.029
-0.024
-0.032
-0.034
-0.037
-0.020
-0.027
-0.029
-0.027
-0.029
-0.029
-0.034
-0.027
-0.039
-0.022
-0.029
-0.034
-0.029
-0.027
-0.037
-0.024
-0.032
-0.029
-0.027
-0.034
-0.029
-0.024
-0.024
-0.032
-0.024
-0.022
-0.027
-0.029
-0.024
-0.034
-0.029
-0.022
-0.029
-0.027
-0.027
-0.034
-0.034
-0.027
-0.024
-0.037
-0.024
-0.027
-0.029
-0.029
-0.024
-0.024
-0.027
-0.027
-0.034
-0.015
-0.027
-0.029
-0.037
-0.027
-0.027
-0.027
-0.039
-0.024
-0.024
-0.027
-0.029
-0.027
-0.032
-0.024
-0.029
-0.027
-0.024
-0.024
-0.027
-0.027
-0.027
-0.024
-0.020
-0.027
-0.032
-0.024
-0.024
-0.034
-0.029
-0.032
-0.027
-0.024
-0.024
-0.027
-0.027
-0.020
-0.027
-0.020
-0.022
-0.032
-0.024
-0.020
-0.027
-0.032
-0.024
-0.029
-0.024
-0.027
-0.029
-0.024
-0.022
-0.027
-0.027
-0.024
-0.032
-0.022
-0.032
-0.029
-0.022
-0.022
-0.029
-0.032
-0.020
-0.020
-0.024
-0.027
-0.029
-0.022
-0.024
-0.024
-0.024
-0.027
-0.027
-0.020
-0.027
-0.029
-0.029
-0.027
-0.027
-0.020
-0.020
-0.027
-0.020
-0.020
-0.027
-0.022
-0.027
-0.032
-0.027
-0.024
-0.029
-0.024
-0.029
-0.027
-0.022
-0.024
-0.027
-0.034
-0.022
-0.027
-0.015
-0.022
-0.027
-0.024
-0.015
-0.029
-0.024
-0.020
-0.027
-0.024
-0.022
-0.034
-0.027
-0.024
-0.032
-0.022
-0.022
-0.027
-0.029
-0.022
-0.020
-0.029
-0.017
-0.027
-0.022
-0.017
-0.027
-0.024
-0.022
-0.027
-0.022
-0.020
-0.027
-0.024
-0.027
-0.037
-0.020
-0.020
-0.027
-0.020
-0.022
-0.027
-0.022
-0.022
-0.024
-0.022
-0.027
-0.027
-0.024
-0.017
-0.027
-0.022
-0.029
-0.022
-0.024
-0.029
-0.032
-0.017
-0.020
-0.029
-0.022
-0.022
-0.024
-0.020
-0.020
-0.022
-0.024
-0.022
-0.027
-0.022
-0.022
-0.022
-0.027
-0.022
-0.024
-0.020
-0.017
-0.029
-0.024
-0.015
-0.020
-0.032
-0.024
-0.024
-0.024
-0.024
-0.024
-0.015
-0.027
-0.020
-0.022
-0.022
-0.020
-0.022
-0.017
-0.020
-0.022
-0.027
-0.027
-0.024
-0.022
-0.027
-0.020
-0.027
-0.027
-0.020
-0.024
-0.024
-0.022
-0.022
-0.027
-0.012
-0.022
-0.027
-0.024
-0.022
-0.020
-0.015
-0.022
-0.029
-0.024
-0.027
-0.032
-0.017
-0.027
-0.020
-0.020
-0.012
-0.022
-0.017
-0.027
-0.020
-0.020
-0.027
-0.022
-0.022
-0.024
-0.017
-0.022
-0.024
-0.020
-0.027
-0.024
-0.022
-0.024
-0.015
-0.027
-0.022
-0.015
-0.015
-0.027
-0.017
-0.022
-0.022
-0.020
-0.024
-0.024
-0.022
-0.017
-0.022
-0.022
-0.020
-0.022
-0.024
-0.024
-0.020
-0.020
-0.029
-0.022
-0.022
-0.024
-0.022
-0.024
-0.020
-0.020
-0.024
-0.022
-0.020
-0.017
-0.022
-0.024
-0.020
-0.024
-0.027
-0.022
-0.022
-0.022
-0.024
-0.027
-0.022
-0.024
-0.020
-0.024
-0.017
-0.024
-0.022
-0.015
-0.027
-0.020
-0.017
-0.024
-0.020
-0.022
-0.020
-0.027
-0.020
-0.029
-0.020
-0.027
-0.022
-0.022
-0.017
-0.022
-0.020
-0.022
-0.020
-0.027
-0.022
-0.020
-0.015
-0.024
-0.015
-0.022
-0.017
-0.022
-0.032
-0.022
-0.024
-0.027
-0.020
-0.017
-0.020
-0.022
-0.022
-0.020
-0.015
-0.015
-0.027
-0.020
-0.032
-0.020
-0.022
-0.024
-0.020
-0.022
-0.020
-0.024
-0.024
-0.029
-0.022
-0.022
-0.020
-0.020
-0.020
-0.027
-0.012
-0.015
-0.020
-0.020
-0.022
-0.017
-0.020
-0.020
-0.024
-0.022
-0.020
-0.024
-0.024
-0.015
-0.020
-0.020
-0.027
-0.022
-0.024
-0.029
-0.020
-0.015
-0.020
-0.022
-0.024
-0.024
-0.017
-0.020
-0.022
-0.022
-0.017
-0.022
-0.017
-0.017
-0.015
-0.024
-0.027
-0.022
-0.020
-0.022
-0.022
-0.022
-0.020
-0.022
-0.015
-0.017
-0.020
-0.020
-0.020
-0.020
-0.015
-0.022
-0.020
-0.017
-0.017
-0.024
-0.020
-0.027
-0.022
-0.020
-0.012
-0.022
-0.022
-0.024
-0.007
-0.017
-0.024
-0.017
-0.015
-0.024
-0.017
-0.020
-0.012
-0.020
-0.024
-0.012
-0.022
-0.029
-0.022
-0.022
-0.022
-0.020
-0.020
-0.002
-0.022
-0.015
-0.020
-0.017
